"Hamilton 2002, UCI-1"	
18.8468	54.97557094
19.5495418	56.71037737
20.1422	58.4051498
20.8153	59.73961629
21.4587582	60.71377682
22.0853	61.31873496
22.733	61.65679981
23.368	62.17279351
24.003	62.67989078
24.6464582	63.14695405
25.2984	63.5695351
25.8487418	64.09442525
26.1874	64.4947652
27.2796	64.93069091
26.3101582	62.95568052
26.2170418	59.65065186
26.0096	56.40345008
25.3746	53.56993291
24.7396	50.92768927
24.0538	48.28099741
23.4188	45.8923024
22.7838	43.68598448
22.1742	41.51080411
21.6154	39.31783085
21.0608418	37.36506157
20.447	35.23436341
20.0152	33.5040052
19.3294	31.0752762
18.7706	29.50060575
18.3134	27.84586731
17.8054	26.22671464
17.2974	24.62535486
16.8656	23.0684773
16.3576	21.59166772
15.8919418	20.15934036
15.4262582	18.70032367
14.9563582	17.33471963
14.4822418	16.04473537
14.0335	14.67913133
13.589	13.31352729
13.1487418	12.15254145
12.7042418	10.9693145
12.2682	9.643744461
11.8237	8.513896171
11.4554	7.330669222
10.9939582	6.28088892
10.5537	5.34231416
10.1473	4.337016075
9.7536	3.380648427
9.3006418	2.553279207
8.9111582	1.636945554
8.5471	0.898540766
8.1957418	0.200169973
7.7978	-0.186825308
7.3871582	-0.680577907
7.1628	-1.450120246
6.731	-2.068423051
6.1722	-3.015894255
5.8166	-3.758747265
5.4102	-4.337016075
5.0038	-5.053179755
4.5974	-5.7826881
4.191	-6.463266007
3.81	-7.028190152
3.3782	-7.771043161
2.9464	-8.491655063
2.5654	-9.083268538
2.2098	-9.732708894
1.8034	-10.37770103
1.397	-11.06272716
1.0668	-11.65878885
0.6096	-12.39719364
0.2032	-12.95322134
-0.2032	-13.65604036
-0.5842	-14.37665226
-0.9652	-15.01719617
-1.3716	-15.62215431
-1.6764	-16.23156067
-2.1082	-16.92103502
-2.4384	-17.60161293
-2.8702	-18.18877818
-3.2004	-18.74035766
-3.556	-19.36755691
-3.9116	-20.03034193
-4.2418	-20.63974829
-4.6482	-21.23136177
-5.0038	-21.90749145
-5.3594	-22.60586225
-5.715	-23.18857928
-6.0536582	-23.88695007
-6.4008	-24.57642442
-6.7564	-25.21696834
-7.0866	-25.86640869
-7.4422	-26.50250438
-7.7766418	-27.24980561
-8.1534	-27.9259353
-8.4328	-28.47306656
-8.7884	-29.17143735
-9.0932	-29.7586026
-9.4488	-30.5192485
-9.7282	-31.15979241
-10.0584	-31.78699166
-10.3843582	-32.72556642
-10.7188	-33.37500678
-11.0744	-34.23796177
-11.3453418	-34.90964323
-11.6332	-35.67473735
-11.9634	-36.50655479
-12.2682	-37.23606314
-12.5560582	-38.10346635
-12.8608582	-38.9575249
-13.1572	-39.60251704
-13.462	-40.42543804
-13.7414	-41.3017377
-14.0462	-42.05793537
-14.2748	-42.92533858
-14.5542	-43.65039871
-14.8844	-44.53559481
-15.1638	-45.36741225
-15.4686	-46.14140281
-15.6972	-46.95097915
-16.002	-47.79614125
-16.2814	-48.60571759
-16.5608	-49.26405439
-16.8148	-50.11811294
-17.0942	-50.93213749
-17.3736	-51.58602607
-17.6276	-52.36446485
-17.907	-53.14290363
-18.2118	-53.86796376
-18.4742582	-54.49071478
-18.7536582	-55.10456937
-19.05	-55.63835596
-19.3378582	-55.91859392
-19.6130418	-56.10097101
-19.8839582	-56.39455363
-20.193	-56.73261848
-20.4766418	-57.00396
-20.7814418	-57.15964775
-21.0650582	-57.5599877
-21.3741	-57.75126123
-21.6619582	-57.99591342
-21.971	-58.30284071
-22.3012	-58.52080357
-22.5552	-58.7343182
-22.86	-59.0012115
-23.1394	-59.28589768
-23.495	-59.41934433
-23.9522	-59.88195938
-24.2824	-60.08657758
-24.5872	-60.24671355
-24.892	-60.52695152
-25.2222	-60.74046615
-25.5016	-60.92284324
-25.8021582	-61.05184167
-26.1112	-61.23421875
-26.3652	-61.48776738
-26.7208	-61.71017846
-27.051	-61.9236931
-27.3812	-62.03934686
-27.7114	-62.26175795
-27.9654	-62.50641013
-26.6996418	-60.17109379
-26.2466582	-55.01560493
-25.7048	-50.22487025
-24.6126	-45.92343995
-23.5966	-41.90224761
-22.5552	-38.18353434
-21.5392	-34.47371752
-20.4978	-31.02189754
-19.5072	-27.62790445
-18.542	-24.55863154
-17.5429418	-21.57832305
-16.5735	-18.74480589
-15.621	-15.72001519
-14.6600418	-13.24235575
-13.6906	-11.03603783
-12.7423418	-8.887546787
-11.8194582	-6.943673941
-10.9262418	-5.244453284
-10.0711	-3.674231054
-9.2498418	-2.046181943
-8.4455	-0.68947435
-7.6327	0.226859302
-6.8199	1.414534474
-6.0155582	2.780138509
-5.3594	4.154638988
-4.3688	5.635896786
-3.5052	7.014845487
-2.8194	8.242554653
-1.8796	9.657089126
-1.143	10.95152162
-0.254	12.31712565
0.5842	13.63824747
1.3716	14.8170262
2.2098	16.02249426
2.9718	17.35251252
3.81	18.49125725
4.572	19.56772688
5.3086	20.74650561
6.0452	21.83631991
7.1882	23.53998879
7.8359	24.52749399
8.6317582	25.62620472
9.4996	26.76494946
10.2108	27.97486574
10.8712	29.09581758
11.6586	30.39914652
12.5476	31.76475055
13.208	33.04139016
14.0462	34.40699419
14.7658582	35.91494132
15.5236418	37.40064734
16.3025582	39.06873044
17.0645582	40.6434009
17.7969418	42.34706977
18.5293	43.95287778
19.2659	45.65654666
20.0067418	47.33352621
20.7264	48.86816266
21.4376	50.3983509
22.1234	52.05753756
22.8092	53.54324358
23.5458	54.91329584
24.257	56.2433141
24.9682	57.43543749
25.7048	58.47632135
26.4795	59.32148346
27.1737582	60.09992224
27.6902418	60.68708749
27.9611582	61.27870097
28.0162	60.63815706
27.9696418	57.5599877
27.7410418	54.01475507
27.305	51.10116991
26.543	48.18758476
25.8572	45.563134
25.1968	43.01875124
24.511	40.72346889
23.876	38.45932408
23.241	36.08842196
22.5552	33.98441314
22.0048582	31.84037032
21.3868	29.84311882
20.7772	28.03269262
20.193	26.21336998
19.5834	24.37625445
18.9992	22.75265356
18.4912	21.0311918
17.8816	19.47431423
17.3439582	17.90854022
16.8402	16.37835199
16.256	15.07947127
15.7226	13.74500479
15.1934418	12.37940075
14.6261582	11.20951847
14.1351	10.12860062
13.6440418	9.114406089
13.1487418	8.140245555
12.6322582	7.250601232
12.1496582	6.267544256
11.6924582	5.475760808
11.2056418	4.73735602
10.7272582	3.789884816
10.2573582	3.015894255
9.8044	2.273041245
9.3472	1.507947127
8.8646	0.756197675
8.5555582	0.155687757
8.1534	-0.320271956
7.7978	-0.88074788
7.3914	-1.503498906
6.9045582	-2.135146375
6.477	-2.935826266
6.0452	-3.638645281
5.5626	-4.216914091
5.1308	-4.906388441
4.7244	-5.653689673
4.191	-6.360956909
3.7846	-6.916984611
3.2766	-7.762146718
2.794	-8.393794188
2.3876	-9.052130987
1.905	-9.848362656
1.4732	-10.55562989
1.0668	-11.14724337
0.5842	-11.90788926
0.127	-12.50395096
-0.3302	-13.16673598
-0.762	-13.92293365
-1.1684	-14.60351156
-1.6002	-15.13284993
-2.0066	-15.81787606
-2.4384	-16.52959152
-2.921	-17.13454966
-3.3274	-17.7795418
-3.683	-18.40674104
-4.1402	-19.12290472
-4.5466	-19.69227709
-4.9276	-20.22606368
-5.3848	-20.8888487
-5.7658	-21.57387483
-6.1722	-22.11655787
-6.5786	-22.66813735
-6.9342	-23.25975082
-7.366	-23.8513643
-7.747	-24.41184022
-8.1788	-25.04793591
-8.5344	-25.59951539
-8.9916	-26.09771622
-9.3726	-26.7738459
-9.8552	-27.46776847
-10.2616	-28.07717483
-10.6426	-28.6465472
-11.0236	-29.25150534
-11.3538	-29.79418838
-11.811	-30.27904453
-12.2428	-30.98631177
-12.573	-31.48006437
-12.9286	-32.02719563
-13.2588	-32.63215377
-13.6398	-33.13925103
-13.97	-33.71307162
-14.3256	-34.34027087
-14.6769582	-34.94522901
-15.0368	-35.56353181
-15.3924	-36.15959351
-15.7141418	-36.80013742
-16.0485582	-37.46292244
-16.3914582	-38.12570746
-16.7216582	-38.72621738
-17.0603418	-39.32227908
-17.399	-39.98951232
-17.7292	-40.705676
-18.034	-41.34177169
-18.415	-42.0223496
-18.7198	-42.70737573
-19.0457582	-43.42353941
-19.3929	-44.07297976
-19.685	-44.72686834
-20.0914	-45.59871978
-20.4216	-46.26595302
-20.701	-46.95097915
-21.0312	-47.62710883
-21.3106	-48.22761875
-21.6577418	-48.76585357
-21.971	-49.5754299
-22.3266	-50.19818093
-22.6568	-50.91434461
-22.9362	-51.57712963
-23.2918	-52.24881109
-23.6728	-52.929389
-23.9268	-53.66779378
-24.3332	-54.36616458
-24.6634	-55.01560493
-24.9936	-55.73176861
-25.3238	-56.23441766
-25.654	-56.92389201
-25.9588	-57.34202484
-26.289	-57.99146519
-26.6192	-58.45408024
-26.9494	-59.02345261
-27.2965418	-59.31258701
-27.6309582	-59.7218234
-27.8553418	-59.91309693
-27.8341582	-60.30009221
-27.5674582	-60.55808907
-27.1653	-57.53774659
-26.6784582	-52.2087771
-26.035	-47.65379816
-24.892	-43.37016075
-23.876	-39.45572573
-22.8092	-35.72366779
-21.7424	-32.21402094
-20.6756	-28.86451006
-19.7104	-25.70627271
-18.6266582	-22.56138003
-17.5598582	-19.50100356
-16.5227	-16.82317415
-15.4728418	-14.27879138
-14.4526	-11.74330506
-13.4239	-9.821673326
-12.446	-7.757698497
-11.4977418	-6.147442272
-10.5875582	-4.701770247
-9.7451418	-3.207167784
-8.9450418	-1.770392203
-8.1703418	-0.480407934
-7.3575418	0.30247907
-6.5786	1.516843571
-5.8928	2.815724282
-5.1054	4.087915664
-4.2418	5.302280165
-3.3782	6.658987758
-2.3114	8.48275862
-1.524	9.648192683
-0.7366	10.84921252
0.0508	12.07692168
0.9144	13.30907907
1.651	14.40778981
2.3622	15.56877565
3.2512	16.71641683
4.0132	17.93078133
4.8514	19.15404227
5.6642	20.31502812
6.5024	21.45377285
7.366	22.57027647
8.2211418	23.66009077
9.0339418	24.80328373
9.8509582	25.87975336
10.7696	27.09856608
11.4554	28.13944994
12.2936	29.28264289
13.0302	30.40359474
13.9192	31.58237347
14.7574	32.79228975
15.5194	34.0377918
16.2941	35.25660452
17.1026582	36.7556552
17.9197	38.23246478
18.7409582	39.86941034
19.5749418	41.51080411
20.3835	43.56143428
21.2852	45.19837983
22.0345	46.9821167
22.8092	48.49451205
23.5966	50.19818093
24.4602	51.7150245
25.273	53.26745384
25.9842	54.90884762
26.7462	56.29669276
27.5082	57.65784857
28.2956	58.90779885
28.1093418	60.01540603
28.1305	59.0412455
28.0543	55.49601287
27.7579582	51.95522846
27.2288	49.13505596
26.416	46.15474748
25.7302	43.60591649
25.0444	41.15494638
24.384	38.83742292
23.749	36.59551923
23.114	34.38920131
22.479	32.32522648
21.8694	30.43918051
21.2513418	28.49975589
20.701	26.59591704
19.9898	24.42073667
19.3548	22.87720377
18.6944	21.17353489
18.1864	19.68782887
17.5768	18.0686762
17.0391582	16.64524528
16.4846	15.30633058
15.9258	13.98520876
15.3797	12.78418892
14.8209	11.60541019
14.2705582	10.58676744
13.7202418	9.505849591
13.1783582	8.398242409
12.6068582	7.526390973
12.0692418	6.489955336
11.5400582	5.511346581
11.0363	4.697322025
10.4902	3.812125924
9.9822	2.984756704
9.4996	2.099560602
8.9662	1.29443249
8.5936582	0.631647469
8.1322418	-0.066723324
7.7724	-0.507097264
7.1797418	-1.18322695
6.8072	-1.934976403
6.2484	-2.717863407
5.7912	-3.345062654
5.2832	-4.13239788
4.7752	-4.866354447
4.2926	-5.689275446
3.8354	-6.338715801
3.2766	-7.094913476
2.794	-7.900041588
2.3368	-8.64734282
1.8542	-9.359058278
1.397	-10.01294686
0.889	-10.77804097
0.381	-11.48085999
-0.1524	-12.28153988
-0.6096	-12.99770356
-1.1176	-13.70052257
-1.5578582	-14.49230602
-2.0066	-15.19067682
-2.4638	-15.91128872
-2.9972	-16.48955753
-3.4036	-17.2457552
-3.8354	-17.90854022
-4.2672	-18.66028967
-4.7752	-19.33641936
-5.207	-20.01699727
-5.6896	-20.56412853
-6.1214	-21.31587798
-6.5278	-21.83187169
-6.9342	-22.53024248
-7.366	-23.17078639
-7.747	-23.65119433
-8.2042	-24.27394535
-8.6106	-24.85221416
-9.0424	-25.47051697
-9.4403418	-26.00875178
-9.8552	-26.60481348
-10.2616	-27.14304829
-10.668	-27.73466177
-11.049	-28.22396615
-11.43	-28.78444207
-11.8618	-29.45167531
-12.319	-30.06108167
-12.6746	-30.52814494
-13.081	-31.08862087
-13.462	-31.76030233
-13.8684	-32.30298537
-14.2494	-32.81897908
-14.6558	-33.39724789
-15.0368	-34.11341157
-15.4686	-34.67833571
-15.7734	-35.24325986
-16.1798	-35.87935555
-16.5608	-36.59551923
-16.9926	-37.26720069
-17.3228	-37.87215883
-17.6953418	-38.6683905
-18.0594	-39.26000397
-18.4404	-39.92723722
-18.8214	-40.73681355
-19.1685418	-41.43073612
-19.5326	-42.06683181
-19.8628	-42.72516861
-20.2946	-43.57922716
-20.5994	-44.25090863
-20.9804	-44.91814187
-21.3106	-45.68323599
-21.717	-46.33267634
-22.0472	-47.0443918
-22.3774	-47.85841636
-22.733	-48.58347648
-23.0886	-49.19288284
-23.3934	-49.86011608
-23.7744	-50.63855487
-24.13	-51.36806321
-24.4602	-52.15984666
-24.7904	-52.85821745
-25.1714	-53.50320959
-25.5016	-54.19713216
-25.8826	-55.06453537
-26.2636	-55.70952751
-26.5938	-56.40345008
-27.0002	-57.07068332
-27.3558	-57.79574344
-27.7198582	-58.26725493
-28.0924	-58.92114351
-28.448	-59.49941232
-27.6267418	-59.84637361
-27.1949418	-56.65699871
-26.6784582	-50.7897944
-25.9334	-46.05243838
-24.765	-41.73766341
-23.6728	-37.56523154
-22.4282	-33.51734987
-21.082	-29.17143735
-20.0152	-25.85751225
-18.9484	-22.63255158
-17.9535582	-19.71006998
-16.9418	-17.21906587
-15.9681418	-14.97716218
-14.9902418	-12.92653201
-14.0377418	-11.03603783
-13.1064	-9.412436937
-12.2047	-7.646492956
-11.2860582	-6.036236732
-10.3674418	-4.506048496
-9.5165418	-3.100410466
-8.7249	-1.610256225
-7.9205582	-0.346961286
-7.1628	0.538234815
-6.4008	1.699220657
-5.6134	2.97586026
-4.7498	4.176880096
-3.81	5.675930781
-3.0226	6.88584706
-2.159	8.189175993
-1.2954	9.608158688
-0.4064	10.86700541
0.4064	12.14809323
1.3462	13.53593837
1.905	14.29658427
2.0066	14.30548071
1.7949418	13.76279768
1.8542	13.47366327
1.8034	12.73525848
1.7526	12.59736361
1.7018	12.42833119
1.4986	11.68102996
1.3716	11.74330506
1.3716	11.71661573
1.016	10.48001012
0.9652	10.50225123
0.6096	9.772742888
0.508	9.541435364
0.4572	9.483608483
-0.127	8.229209988
-0.4318	7.468564092
-0.4572	7.588666075
-0.4572	7.481908756
-0.4064	7.828870042
-0.3005582	8.100211561
-0.2836418	8.598412382
-0.127	8.918684338
-0.127	9.012096992
-0.127	9.012096992
-0.1016	8.980959441
-0.127	9.0343381
-0.1016	8.998752327
-0.1016	9.109957868
-0.127	9.065475651
-0.127	9.083268538
-0.0508	9.109957868
-0.1016	9.025441657
-0.127	9.025441657
-0.1016	9.0343381
-0.1016	9.065475651
-0.1016	9.114406089
-0.1016	9.065475651
-0.1016	9.083268538
-0.1058418	9.149991862
-0.1016	9.047682765
-0.127	9.087716759
-0.1016	9.136647197
-0.1016	9.114406089
-0.1016	9.052130987
-0.1016	9.114406089
-0.1016	9.203370521
-0.1016	9.065475651
-0.1016	9.127750754
-0.1016	9.101061424
-0.0973582	9.101061424
-0.1016	9.149991862
-0.1058418	9.114406089
-0.1016	9.114406089
-0.1016	9.136647197
-0.1016	9.176681192
-0.1016	9.141095419
-0.0973582	9.163336527
-0.0931418	9.176681192
-0.1016	9.109957868
-0.1016	9.136647197
-0.1016	9.22561163
-0.1016	9.087716759
-0.0889	9.17223297
-0.1016	9.149991862
-0.0889	9.154440084
-0.0889	9.096613203
-0.1016	9.123302532
-0.1016	9.149991862
-0.0762	9.1989223
-0.1016	9.216715186
-0.1016	9.1989223
-0.1016	9.123302532
-0.1016	9.1989223
-0.127	9.190025857
-0.0762	9.190025857
-0.0508	9.238956294
-0.1016	9.216715186
-0.1016	9.212266965
-0.1016	9.203370521
-0.0508	9.185577635
-0.0508	9.141095419
-0.1016	9.163336527
-0.0762	9.190025857
-0.0508	9.123302532
-0.0508	9.190025857
-0.0762	9.287886732
-0.0508	9.305679619
-0.0762	9.212266965
-0.1016	9.1989223
-0.1016	9.190025857
-0.0762	9.216715186
-0.0762	9.243404516
-0.0508	9.1989223
-0.0508	9.154440084
-0.0762	9.292334954
-0.0762	9.230059851
1.3589	11.75664973
1.905	13.85176211
2.794	15.59546498
3.6576	17.03668879
4.5974	18.32667305
5.4102	19.56772688
6.2738	20.80878071
7.112	21.85856102
8.001	22.94837531
8.8307418	24.17163626
9.652	25.26145055
10.4817418	26.26230041
11.303	27.34766649
12.0904	28.481963
12.8778	29.53619152
13.7414	30.69717737
14.6558	31.84037032
15.3416	33.02359727
16.0782	34.23796177
16.891	35.39449939
17.7715418	36.99585917
18.5928	38.4415312
19.5326	40.01620165
20.2480418	41.62200965
21.1328	43.25005876
22.0048582	45.00265808
22.8515418	46.77305028
23.6474	49.14840062
24.6634	50.70527819
25.4508	52.24881109
26.162	53.88575664
26.9748	55.36701444
27.686	56.88830623
28.4988	58.20497983
29.3624	59.5349981
30.1244	60.54029618
30.8483	61.14970254
31.5722	61.861418
32.3596	62.5820299
33.1639418	63.05354139
33.9174582	63.5695351
34.6964	64.0632877
35.4626418	64.48586875
36.2415582	64.93069091
36.8892582	65.44668462
37.2956582	65.74026725
38.5318	66.22067518
37.4396	64.28569878
37.3337582	60.81608592
37.084	57.56888414
36.3474	54.54854166
35.6362	51.91074625
34.9504	49.3708117
34.2392	46.72411984
33.5534	44.44218216
32.9184	42.17358913
32.258	39.92723722
31.6653418	37.91219282
31.0388	35.88380377
30.4292	33.89989693
29.7942	31.93378297
29.1846	30.09221923
28.575	28.37520568
28.0162	26.57367593
27.4574	24.79438728
26.8732	23.20192394
26.2805418	21.50270329
25.7132582	19.89689528
25.1417582	18.32222483
24.5745	16.86320814
24.0072418	15.42643256
23.4611418	14.17648229
22.9150418	12.86870513
22.3689418	11.5653762
21.8186	10.46666546
21.2809582	9.327920727
20.7475582	8.309277977
20.2099418	7.157188579
19.6765418	6.223062039
19.1389	5.382348154
18.6097418	4.399291177
18.0890418	3.625300616
17.5768	2.633347196
17.0730418	1.886045965
16.6031418	1.134296512
16.1628582	0.293582627
15.7099	-0.240203967
15.24	-0.640543913
14.9098	-1.343362928
14.4018	-2.019492613
13.9192	-2.695622299
13.3858	-3.398441314
12.8778	-4.079019221
12.3952	-4.777390015
11.9126	-5.373451711
11.4554	-6.147442272
10.8712	-6.805779071
10.5156	-7.521942751
10.0076	-8.135797334
9.4996	-8.762996582
9.017	-9.470263818
8.5344	-10.11080773
8.0518	-10.79138564
7.5184	-11.33406868
7.0315582	-11.9968537
6.5024	-12.69077627
6.0452	-13.3980435
5.5372	-13.98076054
5.1054	-14.57237401
4.6228	-15.18622859
4.1148	-15.82232428
3.6576	-16.47176464
3.1834582	-16.93882791
2.667	-17.6149576
2.2352	-18.21991574
1.8034	-18.8293221
1.3462	-19.3853498
0.9144	-19.88355062
0.3556	-20.58636963
-0.1016	-21.10681156
-0.508	-21.59166772
-0.9779	-22.13435076
-1.4478	-22.68593024
-1.8542	-23.21526861
-2.3114	-23.80688208
-2.8194	-24.33177223
-3.2258	-24.75435329
-3.6322	-25.24810589
-4.1148	-25.76409959
-4.4958	-26.3201273
-4.9784	-26.75160479
-5.588	-27.38770048
-5.9944	-27.96596929
-6.4008	-28.44192901
-6.8326	-28.88675117
-7.2644	-29.22926423
-7.6454	-29.77194727
-8.128	-30.18118366
-8.509	-30.77724535
-8.9408	-31.15089597
-9.3726	-31.59126991
-9.8044	-31.94712764
-10.2108	-32.48091423
-10.5918	-32.9479775
-11.0236	-33.33052456
-11.3792	-33.81982894
-11.8618	-34.18458311
-12.2682	-34.72281793
-12.6492	-35.14539898
-13.081	-35.63470336
-13.4874	-35.9727682
-13.8684	-36.45762436
-14.2748	-36.82682675
-14.6812	-37.40954378
-15.0876	-37.79209084
-15.494	-38.29029166
-15.8496	-38.69507983
-16.3576	-39.37120951
-16.764	-39.74041191
-17.1704	-40.26530206
-17.526	-40.71012422
-17.9112418	-41.25725548
-18.3388	-41.75100808
-18.6436	-42.16469269
-18.9992	-42.68958284
-19.3802	-43.23226588
-19.7358	-43.64150226
-20.0914	-44.1219102
-20.4046582	-44.7179719
-20.7264	-45.21617272
-21.1328	-45.6654431
-21.4376	-46.30598701
-21.844	-46.80863605
-22.1488	-47.28014755
-22.5044	-47.90289857
-22.8346	-48.54789071
-23.1902	-49.10836663
-23.5966	-49.71332477
-23.9268	-50.19818093
-24.257	-50.82538017
-24.6126	-51.45257942
-24.9682	-52.106468
-25.3238	-52.7247708
-25.6794	-53.2185234
-26.0096	-53.78344755
-26.3906	-54.40175035
-26.7462	-54.93108872
-27.1526	-55.4203931
-27.5082	-55.90969748
-27.8892	-56.3055892
-28.2575	-56.60362005
-28.6512	-57.05733866
-28.9814	-57.35981773
-29.3624	-57.74681301
-29.7307	-58.09822251
-30.0778418	-58.18718695
-30.4249582	-58.41404625
-30.7848	-58.78769686
-31.1404	-59.04569372
-31.4706	-59.35706923
-31.8516	-59.69958229
-32.2072	-59.88195938
-32.5374	-60.11326691
-32.8422	-60.4201942
-33.1978	-60.61591595
-33.528	-60.91839502
-33.8836	-61.16749543
-34.2434418	-61.30983852
-34.5948	-61.59007648
-34.9504	-61.83472867
-35.306	-62.0260022
-35.687	-62.23951684
-36.0934	-62.55534057
-36.4236	-62.70213189
-36.7284	-62.90230186
-37.0586	-63.10247183
-37.338	-63.28484892
-37.7952	-63.59622443
-36.1569	-61.07408277
-35.5769418	-55.56718441
-34.7472	-49.42863859
-33.5788	-45.04269207
-32.4612	-41.06598195
-31.3436	-37.23161492
-30.226	-33.54848742
-29.1084	-30.15449433
-27.9908	-26.82722456
-26.9451582	-23.76684809
-25.8826	-21.04898468
-24.8115582	-18.34001772
-23.7363	-15.94242627
-22.6568	-13.77169412
-21.6027	-11.60096197
-20.5274418	-9.572572915
-19.4564	-7.673182286
-18.3599582	-5.938375856
-17.3482	-4.292533858
-16.3533582	-2.677829412
-15.3839418	-1.134296512
-14.3467582	0.022241108
-13.3477	1.26774316
-12.3867418	2.686725855
-11.4342418	4.043433448
-10.4309418	5.355658824
-9.398	6.850261287
-8.3312	8.304829755
-7.3406	9.737157115
-6.2738	10.96486628
-5.3086	12.31267743
-4.2926	13.64714391
-3.302	15.0438855
-2.286	16.30273222
-1.2573	17.46371806
-0.254	18.62915212
0.762	19.82127552
1.778	21.02674357
2.794	22.16104009
3.8184582	23.16633817
4.8006	24.24725602
5.8039	25.37265609
6.8283582	26.23561109
7.7851	27.21421984
8.7037418	28.13944994
9.6223582	28.96681916
10.5706418	29.82087771
11.5485418	30.74165958
12.4798582	31.54678769
13.2588	32.38305336
14.4526	33.41059255
15.3162	34.22461711
16.1798	34.99860767
17.145	35.94163065
18.0594	36.71117299
18.8976	37.56078332
19.9136	38.4415312
20.7518	39.39789884
21.6408	40.3142325
22.5552	41.29284125
23.4315	42.37820733
24.3205	43.50360739
25.2476	44.6779379
26.0561582	45.88785418
26.9282418	47.06218469
27.8045418	48.36996184
28.6554418	49.65549789
29.4978582	50.89655172
30.3614582	52.14205377
31.2166	53.45427915
32.0548	54.68198831
32.9692	55.77625083
33.782	56.91054734
34.5694	57.99146519
35.4838	59.02790083
36.2204	59.86416649
36.6268	60.63815706
36.83	61.41659584
36.8554	59.8241325
36.7707418	56.33227853
36.4405418	53.00500876
35.7886	50.08697538
35.052	47.24900999
34.3154	44.58007703
33.5534	42.09352114
32.8676	39.73151547
32.1564	37.43178489
31.496	35.21657053
30.8102	32.97911505
30.1498	31.0752762
29.464	29.17588557
28.8036	27.2053234
28.1686	25.43048297
27.4828	23.73126232
26.8732	22.12545431
26.2382	20.4974052
25.5820418	19.0561814
24.9428	17.68168092
24.3289582	15.93352982
23.6982	14.7547511
23.0674418	13.52259371
22.4409	12.30378099
21.8397582	11.1338987
21.2555582	10.06632551
20.6502	9.06102743
20.0575418	8.051281123
19.4521582	7.028190152
18.8595	6.107408277
18.2456582	5.31562483
17.6403	4.466014501
17.0391582	3.496302189
16.4634418	2.508796991
15.8242	1.57022223
15.2146	0.791783447
14.8082	0.169032421
14.3764	-0.355857729
14.0462	-0.956367647
13.4874	-1.59691156
12.9201418	-2.273041245
12.4206	-3.006997812
11.811	-3.727609713
11.3792	-4.452669837
10.8204	-5.231108619
10.2616	-5.960616964
9.779	-6.703469974
9.2202	-7.339565665
8.6614	-8.082418674
8.128	-8.834168127
7.5438	-9.488056705
6.985	-10.23980616
6.4516	-10.93817695
5.9436	-11.55203153
5.4102	-12.29043632
4.8768	-12.99770356
4.2164	-13.78503878
3.7338	-14.41668625
3.175	-15.15064282
2.6162	-15.82232428
2.1547582	-16.38724843
1.651	-17.04113701
1.1218418	-17.65943981
0.6096	-18.23770862
0.1016	-18.94497586
-0.4064	-19.53214111
-0.9101582	-20.07037593
-1.4478	-20.68423051
-1.905	-21.28918865
-2.4257	-21.76959658
-2.9464	-22.38345117
-3.4036	-22.99285753
-3.9116	-23.55778167
-4.4196	-24.05598249
-4.9276	-24.59421731
-5.4356	-25.1280039
-5.969	-25.65289405
-6.4262	-26.20447353
-6.8834	-26.75605301
-7.4422	-27.27204672
-8.1026	-27.89034953
-8.5598	-28.36630924
-9.0678	-28.89119939
-9.6012	-29.37605555
-10.033	-29.82087771
-10.4902	-30.3546643
-10.9982	-30.79948646
-11.4808	-31.23096396
-11.9634	-31.64909679
-12.446	-32.18288338
-12.954	-32.64994665
-13.3858	-33.11700992
-13.9065	-33.49955698
-14.3764	-34.00220603
-14.9098	-34.46482107
-15.367	-34.93188434
-15.7988	-35.36781006
-16.2814	-35.72811601
-16.7386	-36.15514529
-17.2212	-36.54658879
-17.653	-37.04478961
-18.1102	-37.49405999
-18.542	-37.93888215
-19.05	-38.38370432
-19.4818	-38.70397627
-19.9644	-39.12655733
-20.447	-39.62475815
-20.828	-40.09626964
-21.2852	-40.55888469
-21.7424	-41.05708551
-22.1742	-41.51525233
-22.6314	-41.86666184
-23.0632	-42.3737591
-23.495	-42.86306348
-23.876	-43.35236786
-24.3332	-43.88170623
-24.7438418	-44.43773393
-25.1714	-44.95372764
-25.5820418	-45.47861779
-26.0096	-45.95012928
-26.416	-46.50170876
-26.8478	-47.07997757
-27.2796	-47.64490172
-27.686	-48.18313653
-28.0416	-48.73026779
-28.4226	-49.19733106
-28.8247582	-49.82897853
-29.2227	-50.41169556
-29.6164	-50.9543786
-30.0228	-51.45702764
-30.3784	-52.066434
-30.8102	-52.56463482
-31.1658	-53.1162143
-31.5214	-53.76120644
-31.877	-54.22826971
-32.258	-54.77095275
-32.5882	-55.30473934
-32.9184	-55.78514727
-33.2994	-56.38120897
-33.655	-56.88830623
-34.0233	-57.32868017
-34.3916	-57.86691499
-34.7472	-58.30728893
-35.1282	-58.69428421
-35.5092	-59.23251903
-35.941	-59.7218234
-36.1865418	-60.06878469
-36.6014	-60.51360685
-36.0299	-60.77605193
-35.5896418	-59.11686526
-35.0943418	-54.1037195
-34.544	-49.11281485
-33.3248	-44.57118058
-32.1564	-40.51885069
-31.0134	-36.76899987
-29.8958	-33.14369925
-28.7528	-29.71412039
-27.6098	-26.68043325
-26.5514582	-23.7490552
-25.4465582	-21.12905267
-24.3501418	-18.70922011
-23.2029	-16.35611088
-22.0683582	-14.18093051
-20.9380582	-12.04133591
