SPECIMEN A7			
DISP(mm)	SHEAR(kN)		
-15.78626495	-5.750409477		
-14.52483752	0.664077709		
-13.2634101	4.564770782		
-11.99737893	7.419444455		
-10.7497626	10.14339751		
-9.488335252	12.68257773		
-8.254530278	15.19293856		
-6.970083799	17.63415187		
-5.74548635	19.89059478		
-4.451832727	22.2715261		
-3.21342418	24.61571217		
-1.956600608	26.94420132		
-0.690569129	29.3172441		
0.56165049	31.56066297		
1.813870871	33.86691978		
3.066091252	35.87979853		
4.322914062	37.43321753		
5.561322609	38.49968767		
6.836561206	39.30422605		
8.079573681	40.03698411		
9.345605896	40.75483415		
10.59322232	41.55180289		
11.85004516	42.26690311		
13.10686947	43.10832552		
14.38671202	43.91394003		
15.629723	44.77225308		
16.89115278	45.63600357		
17.17658533	41.79999773		
15.95198712	35.22864491		
14.676747	31.03049566		
13.42913057	27.86668393		
12.14468559	24.90194232		
10.90167312	22.15831439		
10.51495827	23.99652942		
11.75336682	30.29973855		
13.0378118	34.43746559		
14.30384401	37.62727023		
15.55606287	40.70850496		
16.80367932	43.83031068		
17.28707399	42.27164567		
16.03024965	35.06234691		
14.79644658	30.87633676		
13.51199858	27.57642048		
12.26438213	24.60124212		
10.99835143	21.70468389		
10.42288238	22.56682464		
11.68431064	29.29524729		
12.92271769	33.44085617		
14.20716569	36.6990244		
15.45017667	39.84004454		
16.68858519	42.93918491		
17.95461743	46.02339408		
19.20223386	47.40689845		
20.48207641	48.48487218		
21.73890072	49.45210455		
22.99572505	50.31399213		
24.24334148	51.19416455		
25.51397612	52.16514912		
26.76159258	53.12906448		
28.02301932	53.95026224		
29.28444608	54.83426559		
28.51561886	47.01142463		
27.24038179	41.34718374		
26.00197324	37.66323491		
24.72213069	34.17544294		
23.47451427	31.01201291		
22.20848205	27.86360789		
20.9608656	24.84697599		
19.68562852	21.96828392		
18.44721998	19.18429523		
17.18579019	16.47734553		
15.9289689	13.85566764		
14.69516279	11.51342914		
13.41532024	9.073633842		
12.16770381	6.873127765		
10.89246521	4.686041659		
9.654056663	2.6980089		
8.374214138	0.71922714		
7.117391302	-1.0648954		
5.869774875	-2.678387099		
4.612950566	-4.378393377		
3.342315896	-6.04066913		
2.108511302	-7.650244352		
0.888517044	-9.067439153		
-0.39592946	-10.60780146		
-1.629734053	-11.9661046		
-2.918784485	-13.48686326		
-3.241046325	-10.70924374		
-1.979618825	-4.944135057		
-0.732003133	-1.403328521		
0.53402832	1.262947951		
1.777040794	3.608451618		
3.024657248	5.997127529		
3.429786333	4.45812097		
2.19598174	-0.838284451		
0.934554976	-4.362078215		
-0.299251116	-6.97722498		
-1.574488977	-9.667065163		
-2.831312524	-12.26782587		
-4.083532905	-14.57390664		
-5.335752549	-16.04237173		
-6.620199028	-17.35213611		
-7.858607575	-18.64917526		
-7.854004002	-14.52131446		
-6.601784002	-8.905293638		
-5.363375456	-5.555825846		
-4.083532905	-2.759935139		
-2.849727575	-0.249475127		
-1.569885786	2.148513704		
-1.510036756	-0.389912401		
-2.785275354	-5.781944996		
-4.023683875	-9.173487328		
-5.298922473	-11.9261197		
-6.546538926	-14.79687842		
-7.807966426	-17.46164489		
-9.073997905	-19.7297393		
-10.28938765	-21.06191021		
-11.58764523	-22.39663194		
-12.81224263	-23.60588825		
-14.1012926	-24.87458702		
-15.34430505	-26.15209417		
-15.74943507	-23.25181984		
-14.50181885	-16.65275633		
-13.2265801	-12.72691892		
-11.9789639	-9.668622012		
-10.71753648	-6.835646239		
-9.465316299	-4.173149077		
-8.226907752	-1.61953453		
-6.947065583	0.841130291		
-5.71786418	3.140761619		
-4.442625583	5.43257262		
-3.181198057	7.783330736		
-1.938185583	9.94029749		
-0.672154104	12.16670957		
0.59848054	14.31062798		
1.836889087	16.40336925		
2.375528066	15.00732581		
1.127911638	9.057593385		
-0.115100837	5.560031937		
-1.381131553	3.12420244		
-2.614936909	0.718559633		
-3.8809676	-1.675508117		
-4.507077803	-1.079565562		
-3.227235252	4.753722792		
-1.984222778	8.293241979		
-0.713588108	10.9189432		
0.53402832	13.39144471		
1.786248701	15.92811399		
3.024657248	18.29330585		
4.272273675	20.34680656		
5.556718655	22.43184301		
6.790524748	24.39759495		
8.065763345	26.43808673		
9.308775845	28.34384865		
10.57941049	30.25735788		
11.81781904	32.22415436		
13.09766159	34.09847858		
13.54883015	31.75571939		
12.27359003	25.12732835		
11.0259736	21.23069264		
9.792169011	18.32229581		
8.503118554	15.56567436		
7.28312582	13.12206039		
6.753694697	14.33229491		
8.01512146	20.43260032		
9.262737888	24.28767934		
10.5287686	27.28930441		
11.77178108	30.05341553		
13.04241725	33.03531448		
13.59946902	31.87455474		
12.33804225	25.06219978		
11.10423766	21.21117888		
9.819791155	18.22555006		
8.576778681	15.46137664		
7.315351917	12.94275046		
6.689242476	13.58064421		
7.973687456	19.96005966		
9.216699956	23.85556705		
10.47812822	26.85577591		
11.7303486	29.72757725		
12.99637779	32.70854733		
13.66392426	32.29085818		
12.38868414	25.24460714		
11.13185983	21.13508058		
9.893451282	18.22548207		
8.599798396	15.46771903		
7.365992304	12.87337428		
6.661618808	13.21670268		
7.904631308	19.68886859		
9.161455617	23.63029536		
10.42288238	26.63030951		
11.6889146	29.52698414		
12.94113348	32.46159925		
13.72837648	32.7496928		
12.43932605	25.27980412		
11.19631355	21.23740442		
9.930281333	18.2569617		
8.664250617	15.48606993		
7.398219925	12.92448471		
6.150603498	10.34723868		
4.88917521	8.017569155		
3.618540566	5.72690858		
2.384735972	3.698462294		
1.127911638	1.558449487		
-0.101289002	-0.468837686		
-1.3765276	-2.614053785		
-2.628747981	-4.731810805		
-3.8809676	-6.954082014		
-5.137791934	-9.09400292		
-6.408426579	-11.27976535		
-7.656042651	-13.45894282		
-8.917470151	-15.64206659		
-9.014148875	-12.52803823		
-7.748117778	-6.761405952		
-6.50970885	-3.306920137		
-5.262093184	-0.604193951		
-3.986853825	1.897218917		
-2.753049231	4.302818935		
-1.505432803	6.440223803		
-2.730030252	-0.277928405		
-3.996061731	-4.284830453		
-5.243678159	-7.071544589		
-6.491293825	-9.816264192		
-7.75272135	-12.60694705		
-9.009545303	-15.27056486		
-7.803362854	-7.740780505		
-6.560349998	-3.593962111		
-5.298922473	-0.698565842		
-4.042098901	1.860359231		
-2.780671401	4.273997585		
-1.542262854	6.701948744		
-0.257817112	9.017412257		
-1.17856701	2.9726349		
-2.444597702	-1.097108252		
-3.68300701	-3.964851839		
-4.944433774	-6.483278917		
-6.205861274	-9.211015633		
-7.439666629	-11.90995017		
-6.601784002	-5.721489555		
-5.358771502	-1.344202191		
-4.074325024	1.599774775		
-2.872746528	4.101059999		
-1.583696858	6.522534612		
-0.317665405	9.000283814		
-1.132529053	3.132442978		
-2.375541553	-0.909736216		
-3.636969053	-3.763195065		
-4.893792625	-6.468567175		
-6.141409053	-9.087789607		
-7.412044079	-11.83906992		
-6.666236223	-6.054070385		
-5.390997625	-1.436905895		
-4.147985125	1.431998794		
-2.891161553	4.032978715		
-1.629734053	6.446541524		
-0.354495456	8.947851261		
0.883913091	11.27110571		
2.140737425	13.53675234		
3.379145947	15.81802246		
3.250240007	11.92682472		
1.988813244	6.999564438		
0.75500865	3.944556465		
-0.515625994	1.591196099		
-1.767846375	-0.819676177		
-3.047688926	-3.259550449		
-4.290701401	-5.709715152		
-5.552128926	-8.123173856		
-6.799745354	-10.80526747		
-8.056568926	-13.42706968		
-9.317996452	-16.02908646		
-8.885244053	-11.08761927		
-7.60079793	-5.902259736		
-6.366992575	-2.763551443		
-5.087150049	-0.030526144		
-3.844137549	2.398765341		
-2.59191793	4.767898176		
-1.325886477	7.203752199		
-0.064458952	9.512604538		
1.192363859	11.75730162		
2.449188193	14.21146983		
3.692200667	16.57789803		
4.935213167	18.77665326		
6.219659646	21.17602474		
7.439652405	23.43113934		
8.719494956	25.7660455		
8.475496409	21.12975659		
7.191049905	15.83982532		
5.961849265	12.59746607		
4.686610667	10.07540517		
3.43899424	7.707553509		
2.16835957	5.458933247		
2.393943853	9.293979729		
3.623144519	14.10731406		
4.902987044	17.38509975		
6.127583757	20.08137936		
7.407426308	22.73059193		
8.659646689	25.39274478		
8.503118554	21.28396862		
7.264710032	15.96555889		
5.994075363	12.66957963		
4.737252552	10.11061418		
3.480428244	7.761329456		
2.237415744	5.352997384		
0.999007197	3.218309772		
-0.262421065	0.972339806		
-1.514640684	-1.250082409		
-1.869129409	0.533745406		
-0.6307201	5.81056192		
0.635310591	9.251904625		
1.878323091	11.84879465		
3.1351474	14.30305632		
4.396574163	16.77934009		
4.783288986	15.15113016		
3.526466175	9.345509774		
2.288057629	6.058740322		
1.035837248	3.584945526		
-0.207175227	1.302340119		
-1.482413825	-1.031393171		
-2.730030252	-3.482839778		
-3.982250633	-5.726281933		
-5.229866325	-8.177850424		
-6.50970885	-10.59664093		
-7.679061604	-12.75353227		
-6.445256629	-5.23658773		
-5.193036274	-1.149972443		
-3.945420583	1.448116576		
-2.679389129	4.030624162		
-1.445584536	6.373522324		
-0.170345176	8.832956152		
1.086477634	11.11955768		
2.347905921	13.51223414		
3.581710515	15.79222964		
3.586314443	12.44177705		
2.347905921	7.479324379		
1.077271252	4.329979397		
-0.174949129	1.856195111		
-1.404150532	-0.464355423		
-2.693200202	-2.822992331		
-2.748445278	-0.1156673		
-1.468602752	4.942481914		
-0.220987061	8.252897436		
0.197953859	8.393653769		
0.184143548	8.222125914		
0.184143548	8.075500361		
0.193351429	8.099079249		
0.197953859	8.100397347		
0.119691328	5.815596091		
0.124293757	5.85880149		
0.253199722	6.712474812		
0.308444036	6.791075753		
0.317651917	6.814644682		
0.294633701	6.661455189		
0.336067705	6.987481499		
1.339684087	10.98123506		
2.522848294	13.6227501		
3.903973117	16.34158255		
4.622158447	17.17481405		
4.594536277	16.66420456		
4.599138706	16.70762629		
4.608346613	16.71029486		
4.608346613	16.73128569		
4.57612049	16.49146225		
3.319296181	9.409184655		
2.048661511	6.177118567		
0.773422913	3.655930633		
-0.501815684	1.197541223		
-1.804676426	-1.122101275		
-3.052292879	-3.488916284		
-1.790865354	3.7414767		
-0.478797468	7.65583785		
0.81025299	10.36966792		
2.117717685	13.02592638		
3.374542019	15.47924328		
4.672798833	18.09107809		
3.43899424	10.2607103		
2.131529519	6.263909211		
0.819460871	3.585392608		
-0.488003825	1.15950319		
-1.726413133	-1.079077634		
-2.99244385	-3.556084812		
-1.818488286	3.46104408		
-0.538645735	7.513001712		
0.791838701	10.28070656		
2.030247248	12.81269398		
3.328504062	15.40367261		
4.622158447	18.13999117		
3.489636125	10.54796138		
2.200585693	6.304764028		
0.888517044	3.835615511		
-0.428155557	1.176544457		
-1.615922956	-1.068651567		
-2.941802702	-3.583721481		
-1.84611043	3.222602692		
-0.557059998	7.465815024		
0.72738648	10.24141971		
2.002625078	12.7839381		
3.277863675	15.38934169		
4.599138706	18.07066454		
3.512654341	10.70135946		
2.278849748	6.57859526		
0.980591409	3.861923651		
-0.285439282	1.468639306		
-1.583696858	-0.996656661		
-2.84052043	-3.450130111		
-1.869129409	3.090330537		
-0.612305837	7.345296273		
0.699762812	10.17070547		
1.975001409	12.692282		
3.250240007	15.2976967		
4.543894392	17.9920531		
3.595522349	11.03908997		
2.334094062	6.636259301		
1.063459417	4.01127256		
-0.244005278	1.627100306		
-1.50082885	-0.784505418		
-2.808294307	-3.378089863		
-1.928977676	2.738089151		
-0.6307201	7.277209363		
0.644518498	10.15492805		
1.933568929	12.63856037		
3.208807527	15.24397472		
4.497856435	17.87430241		
4.345933777	13.78798201		
3.070693681	8.480465305		
1.76322896	5.321206349		
0.501802197	2.866401613		
-0.796455354	0.505829456		
-2.071693952	-1.931926991		
-1.965807727	1.617405383		
-0.68136201	6.760017607		
0.62610271	9.982068858		
1.873719138	12.4958094		
3.171977451	15.1705605		
4.465630337	17.82320825		
4.428800286	14.2305403		
3.093713396	8.444997384		
1.864511232	5.433871382		
0.570858371	2.948928061		
-0.340683621	2.730648315		
-1.712602061	-1.24287591		
-1.634338006	2.089073612		
-0.718192061	6.142052319		
0.566254417	9.881191643		
1.832285134	12.48394716		
3.213409956	15.22419149		
4.723440718	18.29462732		
4.516272222	14.48571679		
3.402164163	9.329063694		
2.044057583	5.883098339		
0.778026867	3.406043403		
-0.543249688	0.976140284		
-1.744828159	-1.293968022		
-2.044071807	0.610580332		
0.03682332	8.745553868		
1.440966359	11.80665637		
2.403150236	13.61040753		
3.696804621	16.24201631		
5.114759494	19.20217703		
5.38638021	16.84961053		
3.936199214	10.06779478		
2.545866511	6.654718839		
1.34428804	4.384626106		
0.023011486	1.808054394		
-1.321283286	-0.628429995		
-1.615922956	1.528798368		
-0.267023494	7.318202704		
1.063459417	10.90288442		
2.357113802	13.40878625		
3.696804621	16.17910487		
4.953627431	18.61155948		
5.446230002	16.63616762		
4.175593833	10.70176624		
2.835903015	7.198258848		
1.45017424	4.477593932		
0.156521379	2.076577338		
-1.155548032	-0.329730534		
-1.818488286	0.297950677		
-0.451173774	6.825749519		
0.741196816	10.14059811		
2.053265464	12.81928281		
3.346919849	15.40889745		
3.977633218	16.72009858		
4.66819488	16.26752409		
3.346919849	9.438885459		
2.103907349	5.879154542		
0.791838701	3.389052546		
-0.488003825	0.970959169		
-1.777054282	-1.44976339		
-2.555087879	-1.546122732		
-1.298264307	4.908177933		
0.013805103	8.738983434		
1.293647654	11.32467656		
2.596508421	13.91688949		
3.857935159	16.47653446		
4.700422502	16.77950031		
3.388353853	9.618257509		
2.131529519	5.928912036		
0.837875134	3.42312298		
-0.400533387	1.1425491		
-1.694187036	-1.384203518		
-3.015462803	-3.939760707		
-4.161796985	-5.90074101		
-2.927991629	1.426707298		
-1.602111883	5.596546356		
-0.336081192	8.262080657		
0.952969265	10.7875411		
2.23281179	13.35221182		
3.448202121	15.41675963		
2.177567476	7.911096031		
0.985195363	4.135478987		
-0.303853545	1.526250309		
-1.65735696	-1.185151648		
-2.93719951	-3.665976695		
-4.161796985	-6.047450128		
-2.946406655	1.379584946		
-1.661960151	5.474760272		
-0.372909719	8.335359993		
0.902328879	10.75214954		
2.209793574	13.220001		
3.462012456	15.81879729		
4.530082558	17.23358468		
3.231825744	9.699209005		
1.993417197	5.763833519		
0.649122425	3.138824039		
-0.612305837	0.830754935		
-1.910562651	-1.634460852		
-3.02467071	-3.314054302		
-1.707998108	3.82774864		
-0.455777727	7.829918483		
0.851686994	10.57007007		
2.103907349	13.00123666		
3.388353853	15.5672909		
4.649780617	18.25235082		
5.938831048	20.86173185		
7.186447476	23.33327062		
8.493912197	25.9687614		
9.483718244	26.7326574		
8.203875693	18.8685711		
6.891807044	14.47233583		
5.616568447	11.72036902		
4.3781599	9.397837576		
3.089109468	6.809562544		
1.777040794	4.466126668		
0.538632273	2.374138855		
-0.722795252	0.087009352		
-2.021052829	-2.399052259		
-3.296291426	-4.690122428		
-2.444597702	1.439070763		
-1.1279251	5.983299698		
0.151917425	8.987869428		
1.399533879	11.43864715		
2.642546353	13.88813376		
3.931595286	16.39260215		
3.112127685	10.06302035		
1.832285134	5.50829075		
0.635310591	2.946351023		
-0.676758057	0.393428749		
-1.956600608	-2.129368217		
-3.268669256	-4.59842052		
-2.504446731	1.212496244		
-1.201585227	5.794679571		
0.050635154	8.791387804		
1.339684087	11.31679331		
2.614922685	13.85922905		
3.894765236	16.31921286		
3.954615002	13.21496001		
2.670168523	7.632649234		
1.385722044	4.333519088		
0.110483447	1.853962438		
-1.173963057	-0.544436494		
-2.416975532	-2.972859751		
-2.541276782	-0.28529561		
-1.243019231	5.280131982		
0.032219367	8.597606405		
1.330477705	11.33508856		
2.610318732	13.77415066		
3.862539113	16.26815818		
5.142381663	18.85381246		
6.445242431	21.50887461		
7.715878574	24.04992883		
8.954287121	26.70752713		
10.27556368	29.40981401		
11.56921654	31.8315973		
12.79381325	34.02450924		
13.70535524	34.40978623		
12.42091026	26.18843018		
11.13646376	21.7579364		
9.865829113	18.58854075		
8.595194468	15.75419365		
7.246295744	13.10691624		
5.980265052	10.71378111		
4.705024931	8.29711274		
3.41137207	5.958921242		
2.140737425	3.752960431		
0.87470521	1.590246692		
-0.36830729	-0.503063009		
-1.445584536	-1.732162489		
-0.16113727	5.190863349		
1.09568554	9.131510338		
2.329490134	11.70401708		
3.655370617	14.42848263		
4.907590998	16.94344536		
6.086151277	18.82965244		
4.815515109	11.17742873		
3.489636125	6.986659144		
2.214397527	4.360503227		
0.948365312	2.113974325		
-0.386721553	-0.529278618		
-1.72180918	-2.879280107		
-2.914180532	-5.104744825		
-4.249268159	-7.559511166		
-5.298922473	-9.157754031		
-4.461040608	-3.137342499		
-3.1167451	1.729030661		
-1.786261401	4.810868205		
-0.400533387	7.48959196		
0.672140642	8.947788224		
2.228207863	12.45016427		
1.454778193	6.427020097		
-0.073666833	1.466256779		
-1.220000252	-1.10220292		
-2.59191793	-3.944359005		
-3.839534358	-6.33231897		
-5.317337498	-9.39352842		
-6.505105684	-11.51280455		
-7.803362854	-14.18743698		
-9.124639028	-16.5335623		
-10.44131145	-18.9830325		
-11.78100263	-21.10379955		
-13.07926013	-23.25473078		
-14.4511776	-25.28004289		
-15.86452882	-27.25387925		
-17.18580518	-28.80449442		
-18.58074107	-30.31215678		
-20.4452598	-32.91705986		
-21.71589523	-29.57301772		
-23.12464219	-34.45761209		
-24.52418204	-35.33817411		
-25.93753372	-36.64277094		
-27.30024352	-37.67880784		
-27.27262135	-33.37877656		
-25.79021349	-25.54105613		
-24.3538436	-21.19365007		
-23.10162322	-17.88173061		
-22.2131002	-15.74342332		
-20.51891992	-11.61563762		
-18.9996824	-8.312209875		
-17.85795255	-6.499528698		
-16.27426242	-2.611666966		
-14.73661007	0.465990566		
-14.05985882	-0.785607722		
-15.61592632	-8.162958031		
-17.17659765	-12.67244626		
-18.75568385	-16.49495057		
-20.30254352	-20.03679809		
-21.66525332	-23.33641163		
-23.19369837	-26.89438798		
-24.45512587	-29.3484971		
-25.62908219	-32.47005866		
-26.42092765	-34.53806307		
-27.79284457	-37.42206501		
-29.1969891	-39.01733135		
-30.18679515	-39.69819727		
-31.89478653	-41.06424014		
-31.33773176	-34.10043489		
-29.84151281	-27.13690721		
-28.77344271	-24.1082743		
-27.07465924	-19.64498898		
-25.6843273	-16.25262242		
-24.58403107	-13.69711749		
-23.20290625	-10.55812152		
-21.98291199	-7.885974256		
-20.56035393	-4.903568879		
-19.15620974	-2.05137328		
-17.70142482	0.793563018		
-16.29728122	3.644702929		
-14.9161563	6.238246733		
-13.42454135	8.884272844		
-12.05722768	11.22229727		
-10.61625403	13.58169825		
-9.317996452	15.31391684		
-6.799745354	18.86030806		
-5.906617651	19.9112225		
-4.893792625	19.99062066		
-3.798100354	22.44003917		
-2.384749434	23.95354736		
-1.077283977	25.37400188		
0.03682332	26.36222896		
1.417948142	28.15984634		
2.858921232	29.38799079		
3.821105109	29.45295311		
1.841493015	19.02187487		
0.451160312	15.54595948		
-0.870115481	12.84379975		
-2.053278926	10.53720278		
-3.314706452	8.292010737		
-4.516285684	6.58759811		
-3.167386985	14.57613289		
-1.901355532	18.49850364		
-0.580079739	21.32643164		
0.718178599	23.87540975		
1.993417197	26.54351729		
3.273259748	28.96154017		
4.566912609	30.98560833		
5.851359087	32.42024196		
7.149617425	33.62869864		
8.424856023	34.95591993		
9.736924671	36.23118849		
11.03057753	37.64777509		
12.35185561	38.98812773		
13.6501109	40.30154741		
14.90693524	41.93795048		
16.23281422	43.1119573		
17.50805432	44.45998771		
18.81091508	45.8161961		
20.06773942	47.09641888		
21.33377163	48.27512118		
22.7102925	49.73571583		
23.10621371	43.77372546		
23.1660635	43.9374292		
21.9552756	38.00014018		
20.6892464	33.7840411		
19.45083786	30.56077084		
18.20782386	27.48300606		
16.9878311	24.62095437		
15.71719645	21.68209648		
14.49720067	18.94590898		
13.26339758	16.3526794		
11.96053531	13.88623701		
10.72673072	11.37644954		
9.410058117	9.01099454		
8.162441689	6.686137261		
9.304171892	14.23864308		
10.5609947	18.78680017		
11.84083725	22.10554423		
13.09766159	24.97757683		
14.3959199	27.92489305		
15.62512057	30.78899668		
14.57086077	22.9469108		
13.30022613	17.91328715		
12.02959149	14.82750802		
10.76356077	12.099467		
9.520548294	9.503537486		
8.222289956	6.870561607		
8.00131115	7.959616287		
7.563954417	5.656315733		
8.074971252	10.85033637		
9.331794062	16.17350119		
10.59322232	19.50810495		
11.86846092	22.4276352		
13.23117148	25.4977023		
14.50640855	28.39631211		
15.70798857	31.02181666		
14.45576667	22.4949944		
13.15751138	17.68404453		
11.87306487	14.6153841		
10.60242871	11.88551815		
9.299567964	9.209716221		
8.074971252	6.807507582		
9.248926054	14.34865026		
10.61624054	19.20016523		
11.80861116	22.07551211		
13.14830347	25.20162148		
14.3636938	28.10381953		
15.629723	31.02087638		
16.89575521	34.02128747		
18.14337164	36.9322878		
19.43242207	40.02297088		
20.67083062	42.89047668		
21.90003128	45.75459482		
23.17527138	48.56897327		
24.46431879	50.86380465		
24.92929766	48.5046354		
23.59881628	40.5002737		
22.37882047	35.98309998		
21.06675182	32.44558611		
19.79151475	29.12862302		
18.53469041	26.06753168		
17.27326365	23.06833065		
17.11673554	25.97740821		
18.3367283	32.50523769		
19.56132651	36.68777295		
20.87799761	40.18492057		
22.11180371	43.364379		
23.40085414	46.74871917		
23.64945514	44.36835957		
22.36501016	37.00515884		
21.14961983	32.72039343		
19.88358761	29.42683238		
18.6267663	26.26120133		
17.35152621	23.15301155		
16.11311766	20.22339819		
14.8516909	17.53869563		
13.5764508	14.82892518		
12.31042161	12.3099321		
11.05359727	9.836019205		
9.796772939	7.424414659		
8.51232646	5.256260985		
7.260106079	3.013918888		
5.994075363	1.123522117		
4.737252552	-0.722243426		
3.466616384	-2.634881887		
2.205189646	-4.293441363		
0.980591409	-5.899646335		
-0.308457498	-7.64996589		
-1.542262854	-9.321638434		
-2.831312524	-10.96721198		
-3.825722524	-11.10446995		
-2.550483926	-3.827873269		
-1.293660354	0.280247864		
-0.018420994	2.927385298		
1.247609697	5.320492249		
2.504432507	7.606211096		
3.540276511	8.86521944		
2.301867964	2.164983945		
1.03123332	-1.842387594		
-0.216383133	-4.50254759		
-1.491621706	-7.086791177		
-2.734634206	-9.682791152		
-3.848741502	-11.34135063		
-2.605729002	-3.864632048		
-1.312075379	0.358807052		
-0.059854998	3.020299833		
1.210779646	5.45661518		
2.467602456	7.763327996		
3.613936613	9.661350894		
2.352509849	2.577409559		
1.118703757	-1.377538488		
-0.188760964	-4.201400772		
-1.42716951	-6.754219007		
-2.739238159	-9.328025553		
-3.867156528	-11.57695267		
-2.647163006	-4.064905992		
-1.385735506	0.212105971		
-0.115100837	2.962640057		
1.141723472	5.45783826		
2.41696207	7.727931812		
3.655370617	10.25972994		
4.902987044	12.58486411		
6.178225642	14.98067417		
7.425842095	17.41038007		
8.705684621	19.84925333		
7.79414113	13.01157724		
6.523506486	8.25007159		
5.266683675	5.315089949		
3.996047507	2.962492682		
2.734620744	0.696357708		
1.510022532	-1.538179249		
2.329490134	4.267573107		
3.567898681	8.684807408		
4.866156994	11.77817576		
6.109169494	14.39516377		
7.375200185	16.91421137		
8.6412324	19.70509971		
7.812556917	13.16346249		
6.55112863	8.362688461		
5.303513726	5.451083256		
4.042085439	2.975627079		
2.776054748	0.729177138		
1.523834367	-1.618070684		
0.271613986	-3.92342157		
-0.989812778	-6.273307932		
-2.265051375	-8.794671139		
-3.52187571	-11.20606181		
-4.778699282	-13.36603803		
-6.049333926	-14.94351791		
-7.301553926	-16.47387103		
-8.572188952	-18.00941703		
-9.824408952	-19.37194392		
-11.08583648	-20.86324968		
-12.3472639	-22.27025502		
-13.5856726	-23.67064207		
-14.87472257	-25.12787136		
-16.14535763	-26.51689816		
-16.65177013	-24.08515178		
-15.3903426	-17.00120507		
-14.11510382	-12.67809166		
-12.83986513	-9.633165959		
-11.59224898	-6.763560786		
-10.31240643	-4.073476407		
-9.741541325	-4.873812947		
-11.04440265	-11.80209303		
-12.26900013	-15.90112627		
-13.55344635	-19.07411819		
-14.80106257	-22.06963908		
-16.09932005	-25.09999349		
-17.3239175	-27.56481601		
-18.15259263	-26.75449114		
-16.88656117	-19.01988597		
-15.63434135	-14.452255		
-14.36831007	-11.32590804		
-13.1252976	-8.458125411		
-11.82243635	-5.635234393		
-10.90629015	-4.703349837		
-12.20454763	-12.1538921		
-13.46137135	-16.6390392		
-14.75042132	-19.89789752		
-16.02105638	-23.02483372		
-17.28708745	-26.17211294		
-18.27228992	-27.27059682		
-16.98784382	-19.15351555		
-15.73102005	-14.45903557		
-14.47880005	-11.29458525		
-13.1897501	-8.329636987		
-11.94213385	-5.585482089		
-10.66689515	-2.708304921		
-9.400864079	-0.272868374		
-8.1348326	2.18256354		
-6.8826126	4.509159564		
-6.703066274	1.858118373		
-7.955286655	-3.819679132		
-9.221317727	-7.574065516		
-10.49655653	-10.49340648		
-11.7533801	-13.32414032		
-13.0240151	-16.24159642		
-13.31405135	-14.33520353		
-12.02039763	-7.681591766		
-10.7819889	-3.934835872		
-9.488335252	-0.926506373		
-8.226907752	1.695836465		
-6.956272727	4.194752875		
-5.713260227	6.623233725		
-4.433417676	8.894580977		
-3.125952981	11.17381086		
-1.90595946	13.19764799		
-0.639928006	15.17180822		
0.616896328	17.16429533		
1.901341308	19.29028132		
3.139751353	21.17279602		
4.410385998	23.08553823		
5.740868935	25.16178975		
6.951655312	26.86868459		
8.217687527	28.75917689		
9.483718244	30.64935783		
10.86944699	32.59498634		
12.02959149	34.28754885		
13.34166013	36.21185188		
12.48536248	28.71956218		
11.22393572	23.47899608		
9.948697121	20.14040795		
8.710288574	17.46200378		
7.384408091	14.59113572		
6.099961587	12.00443068		
6.947051359	18.76083094		
8.213083574	23.64664555		
9.488322171	27.04809143		
10.79578689	29.97650613		
12.02038358	32.69270199		
13.35547047	35.85993712		
12.51298615	28.41311589		
11.33902982	23.51161697		
10.02696118	19.97420783		
8.783948675	17.12732254		
7.45346424	14.46434301		
6.215055718	11.91152337		
4.939817121	9.6625661		
3.655370617	7.30605813		
2.412358142	5.170912165		
1.141723472	3.006982863		
-0.124308743	0.949078852		
-1.399546579	-1.153330562		
-2.656370151	-3.27138619		
-3.940816629	-5.418440861		
-5.179225176	-7.573208261		
-6.468275608	-9.805201989		
-7.757325303	-12.0791357		
-9.055582854	-14.25095601		
-10.29859518	-16.36521479		
-9.957917727	-11.49204436		
-8.682679129	-5.786769035		
-7.421251604	-2.347644868		
-6.086163977	0.504911424		
-4.78330321	2.971407951		
-3.485045633	5.457548727		
-3.798100354	1.346357109		
-5.091753977	-3.86157685		
-6.362389383	-7.3031546		
-7.665250151	-10.16782708		
-8.949696655	-13.02692201		
-10.20191627	-15.81376224		
-11.5139851	-18.36666124		
-12.33805638	-18.32988184		
-10.855649	-9.925728213		
-9.423882676	-5.516524154		
-8.028946401	-2.374532677		
-6.693859129	0.352602092		
-5.280507448	3.227453841		
-4.217041299	5.08106361		
-2.891161553	7.491231417		
-1.65735696	9.707568198		
-0.280835329	12.32068912		
0.888517044	14.14156237		
2.205189646	16.61190181		
3.508050388	18.84801948		
4.972043218	21.36026015		
6.113773421	23.2362376		
6.979277482	23.33647019		
7.867801232	26.52258009		
9.133833447	28.76884991		
9.796772939	27.82653494		
8.544552558	20.59879757		
7.287729748	16.57470264		
5.998679316	13.73516623		
4.774082603	11.33291678		
3.462012456	8.863872194		
2.776054748	9.275779345		
4.028275129	15.91711831		
5.280493986	19.85640671		
6.560336536	22.67250476		
7.817160871	25.4818604		
9.083191562	28.20994196		
9.824395109	28.10718734		
8.572176252	20.73236096		
7.29693613	16.49326694		
6.049321201	13.74944414		
4.783288986	11.25170944		
3.521862248	8.81807152		
2.255830007	6.487876196		
