"Vu,Priestley,Seible,Benzoni 1998,Specimen nr NH3"	
1.4475	135.9
1.955	152.4
2.46	168.5
2.9925	185.4
3.5025	200.9
4.0075	215.9
4.5275	230.8
5.035	245.5
5.545	260.7
6.0975	276.6
6.605	291.5
7.13	306.2
7.64	320.8
8.155	335.5
8.67	350.2
9.1725	364.4
9.6775	378.3
10.205	393.3
10.71	406.7
11.24	420.6
11.7425	433.3
12.26	445.4
12.535	449.4
12.5075	426.9
12.1675	406.7
11.7875	386.3
11.405	365
10.99	345
10.555	323.7
10.1075	302.6
9.635	280.1
9.175	259.7
8.67	237.7
8.195	218
7.6825	196.8
7.17	176.1
6.6425	156.3
6.1175	137
5.61	119.9
5.09	101.1
4.57	81.98
4.0175	62.63
3.4875	43.12
2.9625	23.79
2.4625	4.679
1.9475	-14.16
1.405	-34.4
0.8925	-53.33
0.3825	-72.57
-0.1225	-92.23
-0.6275	-111.9
-1.1325	-129.8
-1.6575	-148.3
-2.185	-165.8
-2.7125	-182.1
-3.235	-197.7
-3.74	-212.1
-4.2475	-226.4
-4.74	-240.6
-5.27	-256.3
-5.775	-270.3
-6.31475	-285.4
-6.8695	-301.2
-7.37825	-315.4
-7.902	-329.8
-8.4175	-344.2
-8.9405	-358.5
-9.49125	-373.8
-9.9915	-387.4
-10.4739	-400.7
-10.99845	-413.9
-11.53625	-428
-12.0295	-439.6
-12.52525	-449.3
-12.51475	-427.6
-12.19225	-407.3
-11.82325	-386.8
-11.414	-366.3
-10.99445	-344.1
-10.52425	-322.9
-10.08625	-302.4
-9.64725	-282.1
-9.1665	-261.9
-8.69075	-241.7
-8.18875	-220.1
-7.67075	-200.1
-7.13825	-178.9
-6.61975	-159.7
-6.092	-141.9
-5.5775	-124
-5.06	-106.5
-4.5275	-88.47
-4.01	-70.09
-3.5	-51.99
-2.9725	-33.49
-2.45	-14.71
-1.935	4.098
-1.4025	23.12
-0.1975	68.35
0.325	87.76
0.8275	107
1.3425	125.7
1.85	142.4
2.3525	158.6
2.875	175.7
3.39	191
3.9025	206
4.455	222.1
4.96	236.7
5.4675	251.8
5.98	266.2
6.4975	280.9
7.0075	295.8
7.535	310.4
8.045	324.8
8.565	339.5
9.0675	353.9
9.5775	367.9
10.1	382.9
10.655	397.4
11.1725	412.1
11.6825	425.1
12.19	437.8
12.515	444.2
12.5825	423
12.31	401.9
11.96	380.7
11.555	359.4
11.135	339.3
10.7025	317.8
10.2475	297.1
9.81	276.7
9.36	256.4
8.8975	236.1
8.385	214.7
7.855	194
7.34	173.5
6.82	153.9
6.2875	134.9
5.7575	116.4
5.2175	98.01
4.6975	79.32
4.195	61.92
3.655	42.75
3.1375	23.64
2.6175	4.862
2.1075	-13.67
1.5975	-32.08
1.0475	-52.02
0.5275	-70.85
0.02	-89.91
-0.47	-107.9
-0.9825	-127.1
-1.515	-145.5
-2.04	-162.9
-2.565	-179
-3.1025	-194.8
-3.6475	-210
-4.1925	-225.3
-4.735	-240.5
-5.2675	-255.6
-5.7725	-269.5
-6.31325	-284.7
-6.82825	-298.9
-7.33325	-312.8
-7.85475	-326.8
-8.3805	-341.2
-8.919	-355.2
-9.448	-370.3
-9.9525	-383.8
-10.45485	-397
-10.97535	-410.1
-11.52125	-424.2
-12.0385	-436.7
-12.51925	-446
-12.6745	-425.1
-12.393	-403.7
-12.00925	-383.3
-11.5985	-362.4
-11.2012	-342.1
-10.78875	-320.7
-10.3396	-300.2
-9.82975	-278.4
-9.37625	-258.2
-8.91325	-238.2
-8.376	-217
-7.872	-196.9
-7.3655	-177.3
-6.859	-158.9
-6.36725	-142.4
-5.8365	-124.8
-5.315	-107.5
-4.795	-90.09
-4.2775	-72.05
-3.7875	-55.59
-3.27	-37.43
-2.7475	-19.14
-2.2225	-0.7339
-1.705	17.89
-1.1825	36.57
-0.6475	55.44
-0.14	74.43
0.3725	93.39
0.885	112
1.365	128.9
1.905	146.3
2.42	162.1
2.955	178.6
3.4675	193.7
3.9775	208.3
5.165	242.2
5.685	256.6
6.2075	270.9
6.755	286.5
7.2775	301.1
7.7875	315.6
8.31	329.8
8.825	343.9
9.3275	358
9.875	372.7
10.4025	387.7
10.945	402
11.45	415.4
11.9975	429.1
12.505	441.7
13.05	454.4
13.5625	464.4
14.0625	472.1
14.5975	478.9
15.1475	484.8
15.6725	489.6
16.17	493.4
16.68	496.9
17.2075	500.4
17.7425	503.2
18.2725	506.1
18.765	507.9
18.9025	488.4
18.8825	465.9
18.5725	444.9
18.2125	424.5
17.795	403.9
17.345	382.7
16.885	362.6
16.455	342.3
15.94	321
15.44	300
14.9425	279.6
14.4575	259.3
13.955	239.3
13.4375	219.5
12.8975	199.3
12.3825	181.2
11.8625	163.9
11.3525	147.1
10.8225	130.6
10.29	114.3
9.7675	98.19
9.25	83.48
8.735	69.05
8.2225	54.89
7.705	41.44
7.2	28.04
6.6675	15.26
6.155	2.997
5.625	-9.143
5.105	-20.76
4.57	-32.35
4.075	-42.66
3.57	-52.84
3.06	-63.85
2.5275	-74.83
2.0075	-85.93
1.5	-97.43
0.9875	-109.3
0.475	-121.9
-0.0325	-135.1
-0.5725	-149.9
-1.1375	-164.8
-1.65	-178.3
-2.1575	-191.2
-2.6625	-203.5
-3.155	-216
-3.675	-228.3
-4.1975	-240.7
-4.705	-253
-5.185	-264.4
-5.69	-276.8
-6.24225	-290
-6.76675	-302.5
-7.28675	-315.1
-7.812	-327.7
-8.3445	-340.5
-8.8825	-353.4
-9.3905	-365.8
-9.9085	-378.2
-10.42765	-390.2
-10.9507	-402.3
-11.48175	-414.8
-12.01025	-426.6
-12.54325	-437.8
-13.074	-448.3
-13.56725	-456.6
-14.09625	-464.8
-14.58125	-471.1
-15.101	-476.8
-15.6165	-481.6
-16.12425	-486.2
-16.63475	-490.7
-17.17125	-494.3
-17.682	-497.6
-18.2505	-501.1
-18.7575	-503.7
-18.782	-502.4
-18.9253	-483
-19.035	-461.1
-18.7445	-440.6
-18.40575	-421
-17.965	-399.3
-17.53925	-378.4
-17.0825	-357.5
-16.63475	-337.6
-16.11475	-315.3
-15.63475	-295.4
-15.10425	-274
-14.59775	-254.2
-14.11	-236.1
-13.5835	-215.7
-13.058	-197.1
-12.5195	-179.1
-11.9845	-162.3
-11.4585	-146.2
-10.9348	-130.3
-10.42325	-115.9
-9.90125	-101.2
-9.38125	-86.94
-8.87925	-73.45
-8.366	-60.4
-7.858	-47.31
-7.30375	-33.97
-6.78625	-21.68
-6.27875	-10
-5.75425	1.376
-5.2475	12.75
-4.15	35.26
-3.615	45.81
-3.0675	56.51
-2.5425	67.25
-1.9975	77.98
-1.47	89.11
-0.95	100.3
-0.425	112
0.085	123.9
0.59	136.1
1.1075	148.2
1.645	160.4
2.17	172.5
2.6925	184.6
3.225	196.6
3.7575	208.2
4.285	219.7
4.7925	230.3
5.3125	242.1
5.8375	253.3
6.3425	263.7
6.875	275.2
7.41	286.4
7.955	297.5
8.4575	307.7
8.9875	318.7
9.47	328.5
10.03	339.9
10.54	350.3
11.0475	360.7
11.5825	370.9
12.1175	380.6
12.6375	390.6
13.15	400.4
13.69	410
14.2	419.1
14.745	428.2
15.2775	437
15.84	446.3
16.4025	454.5
16.915	462.4
17.4175	469.3
17.9225	476.2
18.45	482.3
18.7925	484.7
18.8225	463.7
18.5125	443.1
18.085	421.9
17.665	401.4
17.25	382.1
16.7625	360.8
16.2725	339.6
15.8075	319.7
15.325	299.3
14.8125	279.2
14.3175	259.1
13.81	239.3
13.29	219.8
12.745	199.7
12.24	181.5
11.7275	163.9
11.2	147.2
10.685	130.9
10.1425	115
9.6425	100.2
9.12	85.9
8.615	71.37
8.095	57.22
7.59	43.82
7.075	30.4
6.5475	17.52
6.025	5.26
5.5025	-6.819
4.9675	-18.26
4.4825	-28.75
3.94	-39.85
3.44	-49.66
2.9025	-60.36
2.3975	-70.73
1.875	-81.28
1.345	-91.86
0.78	-103.7
0.2725	-115
-0.24	-126.9
-0.7725	-139.2
-1.3	-151.3
-1.83	-163.5
-2.35	-175.2
-2.8675	-186.7
-3.385	-198.1
-3.8925	-209.1
-4.375	-219.4
-4.9075	-230.4
-5.4275	-241.4
-5.95675	-252.3
-6.47375	-263.1
-7.0165	-274
-7.555	-284.7
-8.10425	-295.6
-8.61625	-306.4
-9.11975	-316.3
-9.63675	-326.3
-10.15525	-336.7
-10.6933	-347.1
-11.2525	-358.1
-11.7585	-367.6
-12.2815	-377.7
-12.8235	-387.8
-13.36075	-397.6
-13.90425	-407.2
-14.418	-416.4
-14.938	-425.3
-15.473	-434.1
-15.962	-442.4
-16.489	-450.8
-17.0285	-459
-17.565	-467
-18.06825	-473.8
-18.59875	-480.9
-18.78	-481.3
-18.7745	-459.8
-18.43775	-438.4
-18.029	-418
-17.59775	-396.7
-17.157	-376
-16.69625	-356
-16.223	-335.4
-15.69825	-313.4
-15.20275	-293.2
-14.70675	-273.6
-14.18675	-253.9
-13.6545	-233.1
-13.128	-213.9
-12.601	-195.6
-12.061	-178.1
-11.531	-161
-11.0214	-144.7
-10.4903	-130.1
-9.98025	-115.7
-9.46175	-101.3
-8.9735	-87.09
-8.446	-73.42
-7.905	-58.96
-7.39275	-46.21
-6.8865	-33.55
-6.368	-21.07
-5.854	-9.174
-4.5925	18.5
-4.07	29.63
-3.545	40.43
-3.0425	50.4
-2.52	61.28
-1.975	72.17
-1.4425	83.18
-0.9175	94.31
-0.3975	105.7
0.16	118.3
0.6725	130.3
1.2275	143.3
1.7675	155.3
2.245	166.4
2.77	178.3
3.31	189.9
3.85	201.5
4.3775	213
4.9125	224.2
5.4375	235.8
5.9425	246
6.4775	257.2
6.9775	267.4
7.515	278.6
8.0525	289.4
8.555	299.4
9.0825	310.4
9.6125	321
10.125	331.3
10.645	341.6
11.1525	352
11.65	361
12.1675	371.1
12.695	381.1
13.2225	390.9
13.75	400.3
14.27	409.6
14.8125	418.6
15.3475	427.6
15.865	436.3
16.3775	444.5
16.8825	452.8
17.3925	460
17.9325	467.9
18.4575	475.1
18.775	477.4
18.875	457.8
18.755	435.8
18.375	414.2
17.905	391.8
17.4675	370.7
17.005	351.1
16.525	329.9
16.025	308.9
15.52	288.3
15.0125	268.3
14.4825	247.2
13.9775	227.7
13.4575	208.5
12.91	188.8
12.395	171.1
11.865	154.2
11.3575	137.9
10.8125	122.1
10.2725	106.4
9.7375	91.01
9.215	77
8.7	62.93
8.1875	49.23
7.6275	34.92
7.1125	22.38
6.5825	9.694
6.0575	-2.202
5.525	-13.58
5.005	-25.01
4.46	-35.81
3.9125	-46.63
3.3675	-57.09
2.8375	-67.25
2.33	-77.49
1.79	-87.52
1.27	-97.98
0.7475	-108.6
0.2375	-119.8
-0.275	-131.4
-0.8	-143.3
-1.34	-155.2
-1.8775	-167
-2.39	-178.2
-2.8675	-188.6
-3.3825	-199.6
-3.9375	-211.5
-4.47	-222.4
-5.0075	-233.3
-5.5175	-244.3
-6.0415	-254.9
-6.575	-265.4
-7.1095	-275.9
-7.64775	-286.4
-8.16025	-296.4
-8.67475	-307.1
-9.23	-317.8
-9.72625	-327
-10.2674	-337.2
-10.79945	-347.2
-11.36075	-358.6
-11.89825	-368.4
-12.4395	-378.3
-12.9805	-388.2
-13.515	-397.7
-14.038	-407
-14.5285	-415
-15.059	-424
-15.58775	-432.8
-16.12175	-441.5
-16.64225	-450
-17.16175	-457.3
-17.691	-465.3
-18.228	-472.7
-18.7515	-479.6
-18.771	-478.5
-18.8752	-459.2
-18.7565	-437
-18.41475	-416.3
-17.978	-394.8
-17.55125	-374.2
-17.0995	-353.9
-16.6055	-332.3
-16.12625	-312
-15.5985	-290.6
-15.06525	-269.4
-14.55425	-250.2
-14.04975	-230.9
-13.522	-211.8
-13.00675	-193.9
-12.47575	-176.4
-11.94625	-159.3
-11.4435	-144.9
-10.9214	-129.4
-10.4063	-115.4
-9.86775	-100.9
-9.34925	-87.03
-8.82875	-73.91
-8.3255	-60.64
-7.8125	-47.86
-7.312	-35.53
-6.792	-23.18
-6.2775	-11.56
-5.754	0
-5.24	11.31
-3.98	36.76
-3.4525	47.37
-2.95	57.03
-2.4675	66.66
-1.9625	76.3
-1.43	86.88
-0.8925	97.64
-0.375	108.6
0.1425	119.8
0.7025	132.2
1.255	144.8
1.8	156.4
2.2875	166.9
2.8225	178.3
3.36	189.7
3.9	200.9
4.43	212
4.98	222.8
5.505	234
6.01	243.9
6.51	253.9
7.055	264.7
7.5925	275.3
8.1275	286
8.635	295.6
9.1625	306.4
9.705	316.4
10.205	326.6
10.72	336.7
11.2525	346.9
11.775	357.1
12.325	367
12.8775	376.7
13.405	386.3
13.935	395.7
14.4625	404.8
14.9875	413.6
15.5275	422.5
16.0525	431.2
16.5825	439.8
17.125	448.1
17.62	455.9
18.165	463.9
18.685	471.1
19.1825	478.2
19.7275	485.4
20.2875	491.5
20.79	496.5
21.2975	501.1
21.84	505.4
22.3925	509.3
22.9525	512.9
23.515	515.9
24.0875	519.2
24.635	522
25.0475	521
25.1875	501.8
25.265	478.7
24.9475	457.5
24.54	435.5
24.1025	415.4
23.6175	393.5
23.0975	371.4
22.55	348.4
22.0225	326.6
21.49	305.4
20.8925	282.1
20.3825	263
19.8275	241.3
19.245	219.6
18.715	202.2
18.1925	185.4
17.6825	169.2
17.1475	153.8
16.615	138.8
16.09	124.5
15.545	110.4
14.99	96.54
14.4525	82.72
13.905	69.42
13.445	58.38
12.91	45.93
12.375	34.04
11.805	22.54
11.255	11.53
10.69	0.8868
10.115	-9.419
9.54	-19.42
8.9625	-28.99
8.365	-38.1
7.7775	-47.03
7.1875	-55.78
6.5825	-64.34
5.9875	-72.78
5.49	-79.97
4.885	-88.22
4.2825	-96.33
3.68	-104.5
3.1925	-111.4
2.6025	-119.4
2.1275	-126.4
1.5575	-134.8
0.97	-143.5
0.3825	-152.5
-0.1025	-160.4
-0.68	-170
-1.2625	-179.9
-1.8525	-190
-2.325	-198.5
-2.8875	-208.6
-3.4625	-218.7
-4.03	-229
-4.5725	-238.6
-5.035	-246.8
-5.5625	-256.4
-6.091	-265.9
-6.636	-275.4
-7.18075	-285
-7.7315	-294.5
-8.28	-304.2
-8.83525	-314
-9.351	-323.1
-9.908	-332.7
-10.49095	-342.8
-11.0688	-352.9
-11.6365	-362.9
-12.22425	-372.8
-12.80175	-382.5
-13.389	-391.9
-13.97425	-401.3
-14.533	-410.6
-15.10275	-419.5
-15.683	-428.1
-16.2475	-437
-16.831	-445.7
-17.322	-452.5
-17.89	-460.7
-18.468	-468.6
-19.0239	-475.8
-19.6014	-482.6
-20.1935	-489.1
-20.69525	-493.9
-21.19725	-498.5
-21.70175	-502.9
-22.2165	-506.8
-22.719	-510.1
-23.22525	-513.3
-23.73925	-516.5
-24.2445	-519.3
-24.7475	-521.8
-25.045	-522.1
-25.215	-502.1
-25.295	-482.2
-25.0625	-460.5
-24.635	-437.6
-24.198	-416.7
-23.75625	-396.5
-23.306	-377
-22.789	-354.5
-22.2545	-333
-21.7145	-311.8
-21.18825	-290.7
-20.63575	-270.6
-20.09475	-250.9
-19.49065	-229.1
-18.92615	-210.2
-18.361	-192.2
-17.786	-174.7
-17.215	-158.4
-16.73325	-145.3
-16.15825	-130.3
-15.65425	-117.5
-15.1485	-104.6
-14.54075	-90.46
-14.038	-78.35
-13.5055	-66.42
-12.9795	-54.86
-12.46025	-43.82
-11.929	-33.12
-11.389	-22.72
-10.859	-12.42
-10.3013	-2.691
-9.75575	6.514
-9.21	15.29
-8.74325	22.54
-8.22075	30.86
-7.67725	38.99
-7.1215	46.91
-6.56525	54.55
-6.0115	62.2
-5.46	69.69
-4.905	77.18
-4.37	84.49
-3.7875	91.77
-3.3325	97.98
-2.7575	105.3
-2.1975	112.9
-1.645	120.3
-1.0975	128.1
-0.54	135.9
-0.0025	143.9
0.5325	152.3
1.0725	160.8
1.62	169.6
2.1825	178.6
2.7225	187.8
3.2825	197
3.83	206.4
6.2175	246.7
6.775	255.6
7.33	264.9
7.8775	274
8.4325	283.2
8.9875	292.3
9.625	302.3
10.1375	311
10.6775	319.5
11.205	327.8
11.735	336.3
12.29	344.7
12.8125	352.7
13.3525	360.8
13.9	369
14.4275	377
14.9625	384.6
15.515	392.2
16.0475	399.7
16.5925	407.1
17.145	414.4
17.6825	421.6
18.2375	428.9
18.7925	436
19.34	442.8
19.915	449.4
20.4525	456.2
21.0125	463
21.5675	469.2
22.1075	475.2
22.675	481.1
23.23	487.2
23.795	492.6
24.37	497.6
24.9375	502.6
25.0575	501.1
25.185	481.9
24.9425	458.3
24.505	434.8
24.05	413.5
23.585	393.3
23.0325	370.5
22.565	351.5
22.0125	329.4
21.46	307.8
20.8925	286.5
20.36	266.1
19.835	245.5
19.2775	226
18.785	209.7
18.225	190.9
17.6725	173.5
17.17	158.8
16.585	142.2
16.0925	128.9
15.5875	115.7
15.06	102.8
14.5525	90.06
14.0425	77.46
13.5325	65.2
13.035	53.42
12.5225	42.02
12.02	30.95
11.5075	20.15
10.97	9.633
10.44	-0.4587
9.9075	-10.15
9.365	-19.36
8.82	-28.19
8.2675	-36.76
7.715	-44.95
7.25	-52.05
6.7	-60.03
6.1375	-67.73
5.5725	-75.38
5.1125	-81.89
4.5475	-89.42
3.97	-96.79
3.4125	-104
2.8525	-111.3
2.32	-118.7
1.7675	-126
1.2325	-133.3
0.68	-141.1
0.1425	-148.9
-0.4075	-157.1
-0.955	-165.4
-1.515	-174
-2.065	-182.6
-2.6125	-191.3
-3.1275	-200.1
-3.6775	-208.9
-4.225	-217.8
-4.7475	-226.6
-5.3	-235.4
-5.83225	-244.3
-6.37025	-253.3
-6.921	-262.2
-7.47125	-270.9
-8.031	-279.7
-8.57625	-288.4
-9.14	-297.4
-9.71	-306.1
-10.2533	-314.6
-10.80095	-323
-11.339	-331.3
-11.88975	-339.5
-12.35075	-346.3
-12.8975	-354.6
-13.4475	-362.5
-14.00975	-370.3
-14.53475	-378.2
-15.077	-385.9
-15.61525	-393.4
-16.15075	-400.9
-16.68575	-408.2
-17.25375	-415.8
-17.87975	-424
-18.42425	-431.2
-18.9462	-438.3
-19.5658	-446.2
-20.10925	-453
-20.66625	-459.5
-21.21575	-465.8
-21.76825	-472.4
-22.32975	-478.7
-22.87775	-484.4
-23.43375	-490.1
-23.9855	-495.8
-24.5275	-501
-25.0475	-503.7
-25.0675	-478.1
-24.7275	-457.5
-24.294	-435.9
-23.83875	-415.8
-23.3175	-392.3
-22.7875	-370.5
-22.263	-349.1
-21.7155	-327.5
-21.184	-306.7
-20.64225	-286.5
-20.10225	-266.2
-19.56575	-247
-19.0198	-228.2
-18.44875	-209.5
-17.88075	-191.6
-17.32175	-174.2
-16.75875	-158.4
-16.19025	-142.8
-15.68125	-129.9
-15.17575	-117
-14.65125	-104.3
-14.14625	-91.95
-13.62075	-79.69
-13.101	-67.64
-12.5815	-56.14
-12.056	-44.92
-11.521	-34.04
-10.9939	-23.39
-10.44825	-13.15
-9.898	-3.364
-9.3415	6.147
-8.79525	15.14
-8.18225	25.05
-7.6395	33.27
-7.09175	41.59
-6.5315	49.57
-5.97475	57.43
-3.5775	89.87
-3.0075	97.34
-2.4475	104.7
-1.89	112.2
-1.3375	119.7
-0.7775	127.3
-0.2375	135
0.305	143.1
0.855	151.2
1.395	159.7
1.9375	168.4
2.5	177.4
3.0575	186.4
3.525	193.9
4.075	203.1
4.6375	211.9
5.1775	221.2
5.72	230.4
6.29	239.2
6.8475	248.2
7.4	257.6
7.945	266.6
8.505	275.5
9.065	284.2
9.6075	292.7
10.1325	301.2
10.67	309.6
11.2025	317.9
11.73	326.1
12.295	334.3
12.8175	342.5
13.2725	349.4
13.8125	357.4
14.3425	365.2
14.885	372.9
15.4375	380.1
15.975	387.7
16.5125	395.2
17.065	402.4
17.6075	409.6
18.155	417
18.7175	424.2
19.2675	431.3
19.8375	437.8
20.3825	444.8
20.94	451.6
21.4925	458.4
22.0325	464.8
22.5975	470.8
23.15	476.8
23.72	483.1
24.1975	487.6
24.755	493.1
25.0275	494.9
25.1875	474.9
25.12	453.4
24.6875	428.7
24.2375	407.4
23.7675	386.5
23.2075	364.2
22.675	342
22.1125	320.1
21.565	298.8
21.01	277.8
20.4475	257.4
19.92	237.4
19.37	217.5
18.795	199.1
18.2375	180.6
17.68	163.7
17.095	146.7
16.5925	133.1
16.09	120.1
15.4975	105.3
14.8925	90.46
14.385	78.1
13.795	63.51
13.2775	51.8
12.765	40.61
12.1775	28.07
11.6475	17.37
11.13	7.064
10.6	-2.66
10.0625	-12.2
9.5175	-21.34
8.9775	-30
8.515	-37.12
7.965	-45.35
7.4175	-53.39
6.855	-61.22
6.2875	-68.77
5.7275	-76.3
5.1675	-83.79
4.6075	-91.28
4.0325	-98.68
3.4725	-105.7
3.005	-111.8
2.465	-118.9
1.9125	-126
1.38	-133.4
0.835	-140.8
0.2775	-148.5
-0.2725	-156.4
-0.815	-164.6
-1.375	-172.9
-1.93	-181.4
-2.475	-189.9
-3.0025	-198.6
-3.54	-207.2
-4.085	-215.9
-4.6175	-224.6
-5.1725	-233.5
-5.706	-242.3
-6.24425	-251
-6.79575	-259.8
-7.343	-268.5
-7.89625	-277.2
-8.4525	-285.9
-9.02825	-294.6
-9.6725	-304.7
-10.21915	-313
-10.7643	-321.2
-11.307	-329.3
-11.862	-337.3
-12.40925	-345.2
-12.95925	-353.4
-13.517	-361.4
-13.98175	-367.6
-14.5165	-375.5
-15.0545	-383.1
-15.59725	-390.4
-16.13625	-397.7
-16.67275	-405
-17.23925	-412.5
-17.77425	-419.7
-18.323	-426.5
-18.8435	-433.1
-19.37545	-440.1
-19.9275	-447
-20.484	-453.4
-21.0255	-459.6
-21.584	-466.2
-22.14175	-472.6
-22.69175	-478.5
-23.25175	-484.1
-23.80125	-490
-24.35575	-495.5
-24.9	-500.6
-25.045	-499.9
-25.1875	-480.9
-25.1425	-454.8
-24.7975	-434.5
-24.36375	-413.7
-23.83775	-390.3
-23.3155	-367.7
-22.786	-346.3
-22.2595	-324.7
-21.79125	-306.9
-21.25475	-286.3
-20.71425	-266.6
-20.16875	-247
-19.5552	-225.6
-19.00825	-207.2
-18.42775	-189.4
-17.85575	-172.1
-17.29475	-156
-16.72125	-140.9
-16.15375	-126.3
-15.64075	-113.8
-15.12875	-101.3
-14.609	-89.05
-14.099	-77.09
-13.57025	-65.44
-13.04325	-54.13
-12.52375	-43.18
-11.99025	-32.57
-11.45575	-22.26
-10.9246	-12.26
-10.3603	-2.538
-9.82475	6.85
-9.2645	15.63
-8.71875	24.16
-8.09775	33.49
-7.547	41.62
-6.98225	49.39
-6.4395	56.94
-5.88025	64.37
-5.3375	71.74
-4.77	78.99
-4.225	86.11
-3.6625	93.27
-3.0925	100.5
-0.7675	130.9
-0.225	138.4
0.32	146.1
0.8675	154.1
1.4125	162.2
1.96	170.7
2.5225	179.2
3.08	187.9
3.6475	196.6
4.18	205.5
4.745	214.2
5.295	222.9
5.8475	231.9
6.405	240.9
6.9725	249.5
7.52	258.2
8.075	266.9
8.635	275.6
9.1875	284.2
9.73	292.7
10.2525	301
10.7925	309
11.34	317
11.8725	325
12.41	332.9
12.94	340.7
13.4775	348.6
14.02	356.5
14.57	363.8
15.2	372.6
15.8375	381
16.295	387.2
16.9175	395.2
17.465	402.7
18.0175	409.8
18.48	415.5
19.05	422.5
19.58	429.6
20.1475	436.3
20.7075	443
21.26	449.5
21.795	455.9
22.345	462.6
22.9075	468.8
23.465	474.8
24.035	480.5
24.6	486.1
25.1625	491.9
25.72	497
26.2975	501.6
26.78	505.8
27.375	510
27.93	514
28.42	517.4
29.025	520.8
29.54	523.8
30.1325	526.6
30.6425	528.9
31.2125	531.4
31.7125	533.6
32.235	535.3
32.8325	537.8
33.315	539.3
33.91	541.3
34.485	543.2
34.99	544.3
35.5125	545.6
36.025	547.2
36.54	548.3
37.1525	550
37.52	550.2
37.68	530.1
37.81	510.2
37.705	487
37.355	466
36.8725	444.8
36.415	424.5
35.855	402.2
35.275	380.4
34.7225	358.3
34.165	337.2
33.6125	315.9
33.055	295.8
32.4925	275.5
31.99	258.6
31.4775	241.6
30.965	225.1
30.4475	209.2
29.92	194
29.3325	177.7
28.8225	164
28.31	150.8
27.73	135.7
27.2225	123.6
26.6925	111.8
26.1525	100.2
25.63	88.96
25.085	77.95
24.5525	67.37
24.015	56.97
23.4675	46.97
22.935	37.4
22.3925	28.19
21.7625	17.55
21.2325	9.113
20.69	1.131
20.15	-6.391
19.6575	-13.64
19.12	-20.61
18.5525	-27.37
18.0025	-33.91
17.4625	-40.37
16.8975	-46.6
16.3575	-52.75
15.78	-58.62
15.205	-64.34
14.6575	-70.03
14.0975	-75.59
13.55	-81.07
12.9925	-86.36
12.4475	-91.46
11.885	-96.57
11.325	-101.7
10.7475	-106.7
10.2625	-111
9.6925	-115.9
9.215	-120
8.65	-125
8.0575	-129.8
7.4875	-134.8
6.9125	-139.6
6.3275	-144.7
5.75	-149.7
5.165	-154.7
4.585	-159.7
3.9975	-164.7
3.4325	-169.8
2.86	-174.8
2.305	-180
1.735	-185.1
1.185	-190.5
0.62	-196
0.0525	-201.7
-0.42	-206.6
-0.9875	-212.6
-1.56	-218.6
-2.13	-224.8
-2.69	-231
-3.2275	-237.5
-3.7925	-244.1
-4.3575	-250.7
-4.9075	-257.5
-5.4575	-264.4
-6.0115	-271.4
-6.56725	-278.2
-7.132	-285.2
-7.70775	-292.1
-8.28525	-299.2
-8.8405	-306.4
-9.30825	-312.7
-9.882	-319.7
-10.4426	-326.7
-11.0039	-333.7
-11.5375	-340.7
-12.09625	-347.5
-12.6655	-354.5
-13.221	-361.4
-13.79375	-368.1
-14.3275	-374.8
-14.8825	-381.4
-15.43875	-387.9
-15.98075	-394.5
-16.52325	-400.8
-17.08625	-407.1
-17.63125	-413.3
-18.19175	-419.4
-18.809	-426.5
-19.3443	-432.4
-19.8983	-438.5
-20.46025	-444.6
-21.00825	-450.2
-21.57075	-455.8
-22.13325	-461.6
-22.68975	-467.3
-23.25125	-472.6
-23.79825	-477.7
-24.35775	-482.7
-24.9125	-487.8
-25.46	-492.7
-26.04	-497.1
-26.62	-501.8
-27.1975	-506.1
-27.78	-509.8
-28.36	-513.7
-28.93	-517.3
-29.505	-520.3
-30.0775	-523.1
-30.6475	-526.1
-31.225	-528.8
-31.8	-531.1
-32.385	-533.8
-32.88	-535.5
-33.4775	-537.9
-34.065	-540
-34.6525	-541.7
-35.145	-543.5
-35.7325	-545
-36.325	-547
-36.83	-548.2
-37.345	-549.7
-37.5325	-548.5
-37.6975	-528.5
-37.845	-508.5
-37.6175	-482.9
-37.225	-463.2
-36.755	-442.7
-36.23	-420
-35.6925	-398.4
-35.1525	-377.1
-34.6	-356.4
-34.0475	-336.2
-33.4875	-316.2
-32.9375	-296.6
-32.385	-278.1
-31.84	-259.9
-31.265	-241.5
-30.6775	-224
-30.1075	-206.5
-29.5975	-192.1
-29.0975	-178.2
-28.595	-164.9
-28.0825	-152.3
-27.575	-140.2
-26.9825	-126.5
-26.475	-115.4
-25.97	-104.4
-25.4575	-93.64
-24.9525	-83.12
-24.43675	-72.99
-23.89575	-63.15
-23.37125	-53.7
-22.845	-44.62
-22.3045	-35.84
-21.6935	-26.02
-21.169	-18.04
-20.54225	-9.113
-19.99585	-1.743
-19.4619	5.474
-17.13175	33.06
-16.58675	39.02
-16.01925	44.86
-15.4555	50.49
-14.88125	56.18
-14.2975	61.5
-13.73525	66.76
-13.168	71.77
-12.59875	76.85
-12.00775	81.98
-11.504	86.14
-10.94015	91.13
-10.34515	95.93
-9.77825	100.7
-9.2035	105.4
-8.614	110.1
-8.05325	114.9
-7.4735	119.6
-6.895	124.3
-6.31825	129.2
-5.751	133.9
-5.18	138.7
-4.5925	143.6
-4.02	148.5
