Kowalsky & Moyer 2001 No.1	
-35.901	-129.7572452
-35.921	-129.6349193
-35.901	-129.7572452
-35.921	-129.6960823
-35.921	-129.6349193
-35.921	-129.6349193
-35.921	-129.6960823
-35.881	-129.6349193
-35.881	-129.7266637
-35.901	-129.6043378
-35.921	-129.6655008
-35.941	-129.7266637
-35.921	-129.6043378
-35.921	-129.6960823
-35.921	-129.6349193
-35.921	-129.6349193
-35.901	-129.6960823
-35.941	-125.2923483
-35.597	-112.5092871
-34.078	-103.7629821
-32.236	-96.05644762
-30.393	-88.34991314
-28.429	-81.04093798
-26.485	-74.09894065
-24.602	-66.48415063
-22.597	-59.72564222
-20.775	-53.54818204
-19.034	-46.51444025
-17.09	-40.48988751
-14.842	-33.70079761
-13.141	-28.10438566
-11.258	-21.95750697
-9.517	-16.33051354
-7.654	-10.36712376
-5.751	-5.107108167
-3.908	0.795118637
-2.025	5.810482346
-0.243	11.89619807
1.721	16.36109503
3.503	20.67308456
5.366	26.2694965
7.188	30.24508968
8.747	35.74975717
10.712	41.19326168
12.878	46.60618471
14.66	52.99771529
16.442	57.70726414
18.426	63.08960568
20.228	69.87869558
22.091	74.98580375
23.691	81.95838256
25.432	87.86060937
27.457	93.2735324
29.563	100.7659965
31.385	106.0260121
33.349	112.5092871
35.233	119.3289585
36.933	124.6195556
38.695	131.255738
40.517	134.650283
42.198	138.4423873
44.122	140.7665802
46.106	142.387399
48.212	144.9256623
50.075	146.3629921
51.958	147.1886923
53.78	148.2284628
54.914	147.4027627
54.894	146.0877588
54.894	145.598455
54.874	145.2926401
54.914	144.9256623
54.935	144.6504289
54.935	144.4363585
54.955	144.3446141
54.975	144.2222881
54.995	144.1305437
54.995	143.9164733
54.995	143.7635658
54.975	143.6412399
55.016	143.7329843
54.955	143.457751
54.995	143.5800769
54.955	143.457751
54.955	143.335425
54.995	143.2130991
54.995	143.2742621
54.935	143.2130991
54.975	142.9378657
54.975	143.0296102
54.995	142.9684472
54.995	142.8461213
54.995	142.7849583
55.016	142.7237953
54.995	142.6932138
54.995	142.7237953
54.995	142.7237953
54.975	142.6932138
54.995	142.5403064
54.955	142.6014694
54.995	142.4485619
54.955	142.4791434
54.995	142.4791434
54.995	142.4485619
54.955	142.265073
55.016	142.4485619
54.995	142.4179804
55.016	142.265073
54.975	142.2956545
54.955	142.20391
54.995	142.0510026
54.995	142.1121656
54.995	142.1121656
54.995	142.1733286
54.995	142.0815841
54.975	142.1427471
54.995	141.9898396
54.995	142.1733286
54.995	141.9286767
54.995	141.9286767
54.995	141.8369322
54.975	141.9286767
54.975	141.8675137
54.995	141.8675137
54.995	141.9592582
54.995	141.8980952
54.975	141.8675137
54.995	141.7146063
54.955	141.7146063
54.975	141.7146063
54.995	141.8063507
54.995	141.7451878
54.955	141.7757692
54.955	141.6840248
54.955	141.6534433
54.955	141.6228618
54.995	141.5922803
54.995	141.5922803
54.995	141.5922803
54.955	141.5616988
54.995	141.5616988
54.995	141.5311174
54.995	141.4393729
54.955	141.5005359
54.995	141.4393729
54.995	141.4087914
54.935	141.3476284
54.995	141.3782099
54.955	141.3782099
54.975	141.317047
55.016	141.3782099
54.955	141.3476284
54.995	141.2253025
54.995	141.317047
55.016	141.317047
54.995	141.2253025
54.995	141.255884
54.995	141.1641395
54.995	141.1641395
54.995	141.194721
54.955	141.133558
54.995	141.194721
54.995	141.255884
54.955	141.2253025
54.995	141.1641395
54.955	141.1029765
55.016	141.133558
54.935	141.0723951
54.955	141.133558
54.995	141.0723951
54.995	141.0112321
54.935	141.0723951
54.955	140.9500691
54.955	140.9806506
54.995	141.0112321
54.955	140.9500691
54.995	140.9500691
54.955	140.8583247
54.955	140.8889061
54.995	140.9806506
54.955	140.8889061
54.955	140.8889061
54.995	140.9806506
54.995	140.8277432
54.955	140.8583247
54.975	140.8889061
54.995	140.8889061
54.995	140.8583247
54.935	140.8277432
54.955	140.7971617
54.975	140.8583247
54.955	140.7971617
54.995	140.7971617
54.975	140.6442543
54.995	140.7665802
54.995	140.7665802
54.995	140.7359987
54.995	140.8583247
54.995	140.7359987
54.995	140.6442543
54.955	140.6442543
54.955	140.6442543
54.995	140.6442543
54.935	140.7665802
54.995	140.6442543
54.995	140.5830913
54.995	140.6136728
54.955	140.6136728
54.995	140.6442543
54.995	140.5830913
54.995	140.5219283
54.975	140.6748357
54.935	140.5830913
54.955	140.6442543
54.995	140.5525098
54.975	140.4913468
54.995	140.5525098
54.995	140.5525098
54.995	140.5830913
54.995	140.5219283
54.995	140.5525098
54.995	140.6136728
54.995	140.5219283
54.955	140.4607653
54.995	140.4607653
54.995	140.3078579
54.995	140.4607653
54.975	140.5219283
54.995	140.3996024
54.995	140.3690209
54.975	140.3996024
55.016	140.3690209
54.995	140.4301839
54.955	140.4301839
54.955	140.3384394
54.955	140.3384394
54.995	140.3078579
54.975	140.4607653
54.914	140.3078579
55.016	140.3996024
54.995	140.2161135
54.955	140.3078579
54.995	140.3690209
54.955	140.2466949
54.995	140.2466949
54.995	140.2772764
54.995	140.3384394
55.016	140.3690209
54.995	140.2161135
54.975	140.2466949
54.995	140.2772764
54.995	140.3996024
54.995	140.3384394
54.955	140.2466949
54.975	140.2161135
54.935	140.2161135
54.955	140.2161135
54.995	140.185532
54.975	140.2466949
54.955	140.2466949
54.955	140.1549505
54.975	140.1549505
54.995	140.2466949
54.995	140.1549505
55.016	140.124369
54.955	140.063206
54.975	140.063206
54.995	140.1549505
54.975	140.124369
55.016	140.0937875
54.995	140.0326245
54.995	140.124369
54.955	140.063206
54.995	140.0937875
54.955	140.0020431
54.955	140.0937875
54.995	140.0326245
54.975	140.0326245
54.955	139.9714616
54.995	140.063206
54.975	140.124369
55.016	140.124369
54.995	139.9714616
54.955	140.0937875
54.935	140.0937875
54.995	139.9714616
54.975	140.0937875
54.955	139.9714616
54.995	139.9408801
54.995	139.9102986
54.995	139.9714616
54.955	140.0020431
54.995	140.0020431
54.995	139.8797171
54.995	139.9102986
54.955	140.0326245
54.995	139.9714616
54.995	139.9102986
54.955	139.8797171
54.995	139.9102986
54.995	125.7204891
53.699	116.6989507
52.079	109.6652089
50.156	103.2125154
48.475	96.82098477
46.815	90.52119865
45.033	83.51803835
42.988	77.76871898
41.408	71.95823663
39.303	65.96426537
37.338	59.63389776
35.557	53.91515987
33.775	48.65514428
31.811	42.99756936
30.089	37.27883147
28.125	31.56009358
25.999	26.88112622
24.157	21.71285508
22.334	16.66690989
20.492	11.77387212
18.71	6.941997329
17.029	2.660589285
15.288	-2.599426313
13.546	-6.941997329
11.724	-11.07049794
9.821	-14.74027627
7.958	-19.23575471
5.913	-22.17157737
4.212	-26.88112622
2.369	-30.12276374
0.405	-33.82312355
-1.377	-38.318602
-3.118	-41.43791357
-5.001	-46.39211431
-6.723	-50.15363709
-8.666	-53.91515987
-10.691	-59.66447925
-12.453	-64.61867998
-14.437	-69.41997329
-16.26	-75.13871118
-18.163	-80.45988975
-20.087	-86.97374627
-22.031	-92.41725079
-24.116	-98.25831462
-26.1	-104.0993785
-28.227	-110.9802128
-30.211	-117.035347
-32.054	-123.0598998
-34.018	-128.8398006
-35.901	-134.8337719
-37.885	-139.5739022
-39.748	-142.4791434
-41.651	-145.6290365
-43.393	-147.7085775
-45.256	-150.2468409
-47.058	-151.6230077
-48.88	-153.4578969
-50.703	-154.0389451
-52.606	-155.0787157
-54.185	-154.6811563
-54.165	-152.8768487
-54.185	-152.1123115
-54.165	-151.6841707
-54.246	-145.3843846
-54.206	-145.3843846
-54.246	-145.2926401
-54.226	-145.2926401
-54.185	-145.4149661
-54.185	-145.2926401
-54.226	-145.3843846
-54.185	-140.4301839
-54.185	-128.5034043
-52.403	-120.7968698
-50.703	-113.5796391
-48.819	-106.1177565
-47.058	-98.44180353
-45.114	-91.92794701
-43.13	-85.13885711
-41.449	-78.47209316
-39.687	-72.20288852
-37.642	-65.41379862
-35.8	-59.51157182
-33.856	-52.87538935
-31.952	-46.54502174
-30.049	-41.10151723
-28.146	-35.71917568
-26.303	-29.66404145
-24.379	-24.43460734
-22.435	-19.38866214
-20.512	-13.82283169
-18.588	-9.021538379
-16.746	-3.945011698
-14.66	0.30581486
-13.04	4.495478447
-11.096	9.143864323
-9.213	12.50782779
-7.451	16.66690989
-5.589	19.66389552
-3.726	23.51716276
-1.863	26.2694965
-0.04	29.63345996
1.903	33.45614572
3.685	36.30022392
5.548	40.0617467
7.411	42.53884707
9.112	45.81106607
11.056	49.93956669
13	52.7530634
14.943	55.5971416
16.705	59.35866439
18.629	63.45658351
20.512	66.3312432
22.273	70.76555868
24.177	74.09894065
26.1	79.66477111
27.842	83.18164201
29.806	87.67712045
31.568	92.57015822
33.471	96.48458843
35.334	101.4387892
37.136	105.4143823
39.12	110.1239312
41.064	115.0781319
42.947	118.5032584
45.276	123.2739702
46.815	126.9437485
48.516	131.316901
50.358	133.8551644
52.262	138.1671539
54.125	141.1029765
55.036	141.0418136
55.036	140.2772764
55.117	139.8491356
55.097	139.6350652
55.117	139.4209948
55.076	139.2680874
55.097	139.11518
55.097	138.931691
55.157	138.7482021
55.157	138.7176206
55.076	138.5341317
55.117	138.5341317
55.157	138.5035502
55.117	138.5035502
55.117	138.3506428
55.117	138.1977354
55.097	138.2283169
55.117	138.1977354
55.117	138.0754094
55.117	138.1365724
55.117	138.0754094
55.097	137.983665
55.117	138.0142465
55.117	137.8919205
55.117	137.922502
55.157	137.8307575
55.137	137.861339
55.117	137.8001761
55.117	137.7390131
55.137	137.6778501
55.097	137.7084316
55.157	137.7390131
55.097	135.5065646
55.117	123.702111
53.861	114.7111541
52.201	107.6774123
50.298	101.1329743
48.678	95.20016602
46.855	88.99212435
45.134	82.99815309
43.413	76.97360034
41.55	71.31602542
39.687	65.2303097
37.845	59.66447925
35.82	54.00690433
34.078	47.92118861
32.155	42.9058249
30.332	38.318602
28.47	32.50811965
26.424	28.0126412
24.46	23.57832573
22.618	18.89935837
20.897	14.86260221
19.115	9.724912558
17.272	6.08571572
15.429	2.23244848
13.708	-2.263029966
11.947	-5.321178569
10.003	-10.30596079
8.201	-13.11945751
6.297	-17.18679515
4.455	-20.09203632
2.612	-23.60890722
0.749	-27.55391891
-1.154	-30.88730089
-2.997	-33.91486801
-4.941	-38.37976497
-6.723	-41.49907654
-8.342	-46.02513648
-10.448	-49.41968143
-12.23	-53.08945975
-14.255	-57.46261225
-15.956	-61.49936841
-17.9	-65.59728754
-19.965	-70.61265125
-21.949	-75.16929266
-23.873	-79.45070071
-25.918	-85.07769414
-27.903	-89.35910218
-29.948	-94.86376967
-31.77	-99.11459623
-33.775	-104.2522859
-35.719	-108.9924162
-37.662	-113.6102206
-39.586	-118.289188
-41.489	-122.7540849
-43.271	-126.8825855
-45.114	-131.9591122
-47.017	-135.4759831
-48.718	-139.5433208
-50.561	-144.1305437
-52.525	-147.5556701
-54.165	-149.9104445
-54.185	-148.5954406
-54.185	-147.9838109
-54.185	-147.739159
-54.185	-147.5250886
-54.165	-147.2804367
-54.185	-147.0357848
-54.185	-146.6993885
-54.185	-146.0265958
-54.145	-145.6290365
-54.185	-145.598455
-54.185	-145.4455476
-54.165	-145.4761291
-54.165	-145.3538031
-54.185	-145.3538031
-54.185	-145.2008957
-54.185	-145.2314772
-54.185	-145.1703142
-54.165	-145.1397327
-54.206	-145.0785697
-54.226	-145.0785697
-54.185	-145.1397327
-54.185	-145.0479882
-54.185	-145.0479882
-54.185	-144.9256623
-54.185	-144.8950808
-54.185	-145.0174068
-54.185	-144.8644993
-54.185	-144.8033364
-54.185	-144.8644993
-54.185	-144.7421734
-54.165	-144.7421734
-54.165	-144.7115919
-54.185	-144.7115919
-54.185	-144.589266
-54.185	-144.589266
-54.226	-144.589266
-54.185	-144.6810104
-54.185	-144.6198474
-54.185	-144.5586845
-54.185	-144.5586845
-54.185	-144.528103
-54.206	-144.4975215
-54.185	-144.46694
-54.185	-144.405777
-54.206	-139.6656467
-54.145	-127.8917746
-52.444	-119.5430289
-50.946	-112.2646352
-48.941	-104.9862415
-47.017	-98.31947759
-45.114	-91.59155066
-43.17	-84.61897185
-41.489	-78.01337087
-39.89	-71.71358474
-37.764	-65.50554308
-35.881	-59.1140125
-33.916	-53.24236718
-31.993	-47.37072186
-30.11	-41.590821
-28.227	-35.99440906
-26.303	-30.36741563
-24.46	-25.32147043
-22.415	-20.3672697
-20.532	-14.8931837
-18.548	-10.70352011
-16.725	-5.229434111
-14.782	-1.315003899
-13.04	3.455707922
-11.096	7.247812189
-9.193	11.40689429
-7.33	14.37329843
-5.609	18.3794731
-3.726	22.35506629
-1.883	25.22972598
0.02	27.7985708
1.984	31.59067507
3.807	35.26045339
5.649	37.4317389
7.451	41.62140249
9.274	43.94559543
11.137	47.9517701
13.202	50.06189263
14.863	53.67050798
16.685	57.73784563
18.669	60.76541274
20.512	64.71042444
22.294	67.76857305
24.177	71.92765515
26.04	76.08673725
27.862	80.30698232
29.765	84.2825755
31.669	88.83921692
33.613	93.7016732
35.536	96.79040329
37.257	102.2339078
39.222	105.9342676
41.186	111.1331202
42.866	114.2218503
44.81	118.9619807
46.815	123.5797851
48.657	126.7908411
50.46	131.7144603
52.322	134.8643534
54.226	139.054017
55.238	139.4821578
55.238	138.9011096
55.279	138.5341317
55.259	138.3200613
55.238	138.0754094
55.238	138.0142465
55.238	137.8001761
55.259	137.6472686
55.238	137.5861057
55.259	137.4943612
55.218	137.3414538
55.238	137.3108723
55.259	137.2191278
55.238	137.2191278
55.238	137.1579649
55.238	136.9744759
55.279	136.9744759
55.279	136.9438944
55.319	136.85215
55.259	136.9438944
55.218	136.7604055
55.259	136.85215
55.259	136.6380796
55.238	136.6686611
55.238	136.6074981
55.259	136.6074981
55.259	136.5463351
55.238	136.4851722
55.259	136.4851722
55.238	136.4851722
55.238	136.5157536
55.238	136.4240092
55.259	136.3322647
55.259	136.3016832
55.238	136.3016832
55.259	136.2405203
55.259	136.1793573
55.238	136.2405203
55.238	136.1793573
55.238	136.1487758
55.238	136.1181943
55.238	136.1181943
55.279	136.0264499
55.238	136.0876128
55.259	136.1487758
55.238	135.9652869
55.238	135.9958684
55.259	135.9652869
55.279	135.9041239
55.319	135.9958684
55.238	135.781798
55.259	135.781798
55.259	135.842961
55.279	135.8735424
55.259	135.8123795
55.259	135.781798
55.259	135.7512165
55.259	135.720635
55.238	135.7512165
55.259	135.659472
55.238	135.5371461
55.238	135.5677276
55.259	135.5983091
55.279	135.5371461
55.238	135.5371461
55.319	135.4454016
55.279	135.4759831
55.319	135.4454016
55.279	135.4454016
55.259	135.4454016
55.238	135.3230757
55.238	135.3536572
55.279	135.4759831
55.279	135.3842387
55.238	135.2924942
55.238	135.2619127
55.238	135.3230757
55.319	135.2007497
55.279	135.2007497
55.238	135.2313312
55.259	135.1701683
55.319	135.2313312
55.319	135.1395868
55.238	135.2007497
55.238	135.1701683
55.238	135.1090053
55.279	135.1090053
55.238	135.0172608
55.319	135.0784238
55.259	135.1090053
55.238	135.0478423
55.259	134.9560979
55.238	135.0172608
55.259	134.8949349
55.279	134.8949349
55.319	134.9560979
55.279	134.8949349
55.238	134.9866793
55.259	134.8643534
55.259	134.8643534
55.218	134.8949349
55.259	134.8949349
55.259	134.7726089
55.238	134.8337719
55.238	134.8643534
55.319	134.7420275
55.238	134.7420275
55.259	134.7726089
55.238	134.711446
55.259	134.711446
55.259	134.58912
55.319	134.7420275
55.259	134.5585385
55.238	134.650283
55.238	134.6197015
55.238	134.58912
55.259	134.58912
55.259	134.58912
55.259	134.4973756
55.218	134.4973756
55.238	134.5279571
55.259	134.4667941
55.238	134.4362126
55.198	134.4667941
55.279	134.3750496
55.259	129.7878267
55.157	118.3809324
53.72	110.1239312
51.917	103.885308
50.075	96.85156626
48.313	90.88817648
46.552	85.10827562
44.709	78.83907099
42.846	72.6921923
41.084	67.4321767
39.161	61.31587949
37.257	56.42284173
35.354	50.73468533
33.572	45.65815864
31.669	40.18407265
30.049	35.16870894
27.943	30.30625266
25.939	25.8413557
24.136	20.73424753
22.273	16.8503988
20.552	12.50782779
18.77	8.593397575
17.009	4.678967363
15.186	0.214070402
13.465	-3.211056033
11.542	-7.40071962
9.8	-10.82584606
7.836	-13.73108723
5.973	-17.76784338
4.07	-21.37645874
2.187	-24.70984071
0.243	-28.28787458
-1.539	-31.5295121
-3.301	-35.78033866
-5.224	-38.68557983
-6.925	-41.89663586
-8.889	-46.36153282
-10.793	-50.00072966
-12.595	-54.31271919
-14.579	-57.89075306
-16.341	-61.62169435
-18.264	-66.57589509
-20.249	-70.4903253
-22.334	-75.13871118
-24.46	-80.15407489
-26.404	-84.68013482
-28.449	-89.51200961
-30.373	-94.25213995
-32.337	-98.56412948
-34.18	-103.8241451
-36.184	-108.0443901
-38.31	-112.5398686
-40.133	-117.4634878
-41.996	-121.6531514
-43.818	-126.7908411
-45.559	-130.7358528
-47.544	-134.58912
-49.164	-139.5433208
-51.067	-142.9990287
-52.97	-147.2192738
-54.246	-148.6566036
-54.307	-147.8309035
-54.266	-147.2498552
-54.287	-142.5403064
-54.307	-142.5403064
-54.266	-142.5403064
-54.246	-142.6014694
-54.246	-142.6014694
-54.307	-142.5708879
-54.266	-142.5403064
-54.266	-142.5708879
-54.287	-142.5403064
-54.307	-142.5097249
-54.287	-142.4791434
-54.266	-142.5097249
-54.327	-142.20391
-54.266	-129.7878267
-53.173	-121.1638477
-51.351	-113.8548725
-49.548	-107.0352011
-47.888	-100.1237853
-46.005	-93.60992874
-44.142	-86.88200181
-42.421	-80.45988975
-40.801	-74.58824443
-39.12	-68.59427317
-37.197	-62.23332407
-35.314	-56.0558639
-33.532	-50.70410384
-31.608	-45.47466973
-29.806	-40.18407265
-27.943	-34.64882367
-25.959	-29.63345996
-24.136	-24.03704802
-22.354	-19.51098809
-20.289	-15.29074302
-18.608	-10.58119417
-16.786	-6.055134234
-15.024	-1.743144704
-13.141	2.415937396
-11.177	6.055134234
-9.476	10.0613089
-7.836	13.08887602
-5.811	16.88098029
-4.171	20.00029186
-2.268	23.6394887
-0.506	25.78019272
1.215	29.60287848
3.159	32.93626046
4.88	35.81092014
6.682	38.318602
8.464	41.89663586
10.327	44.34315475
12.23	47.92118861
13.992	51.31573356
15.814	53.8539969
17.677	57.30970482
19.418	60.88773869
21.302	63.487165
23.164	67.67682859
24.906	71.56067731
26.85	74.37417403
28.49	79.11430436
30.373	83.6403643
31.993	86.85142033
34.119	91.71387661
35.881	95.99528465
37.541	99.35924812
39.444	104.1911229
41.388	108.5031124
43.17	111.8364944
45.073	116.5766248
46.977	120.7051254
48.698	123.9467629
50.48	128.6563117
52.363	132.5707419
54.003	135.8123795
55.522	139.1763429
57.263	142.3568175
58.903	144.2834511
60.766	146.2712477
62.649	147.2498552
64.492	148.9012555
66.213	150.1245149
68.015	150.6138187
69.757	150.063352
71.579	150.4609113
72.915	150.063352
74.15	148.7177666
74.191	147.7085775
74.211	142.5097249
74.191	142.4179804
74.252	142.4485619
74.211	142.2956545
74.211	142.4485619
74.191	142.4179804
74.272	142.3568175
74.231	142.326236
74.231	142.3568175
74.231	142.3568175
74.211	142.387399
74.231	142.3568175
74.231	142.326236
74.231	142.3568175
74.211	142.265073
74.231	142.2956545
74.231	142.3568175
74.231	142.3568175
74.211	132.6930679
73.705	123.0904813
72.045	117.4634878
70.546	111.7753314
69.109	106.3929899
67.347	100.9800669
65.808	95.26132899
64.229	89.78724299
62.528	84.77187928
61.07	79.84826003
59.511	74.28242957
57.992	69.60346221
56.332	64.95507633
54.671	59.87854965
53.011	54.92434891
51.229	50.55119641
49.71	45.87222905
48.212	41.40733209
46.491	37.15650553
44.628	32.99742343
42.826	28.56310795
41.388	24.28169991
39.444	20.73424753
37.723	16.81981732
35.901	12.50782779
34.18	8.532234603
32.357	5.412923028
30.839	2.23244848
29.3	-1.712563218
27.457	-5.260015597
25.554	-7.40071962
23.853	-10.88700903
22.111	-13.85341317
20.573	-16.75865435
19.034	-18.80761391
17.373	-21.55994765
15.47	-24.31228139
13.85	-26.36124096
12.352	-28.96066727
10.691	-31.65183804
8.889	-34.12893841
7.229	-35.96382757
5.427	-38.65499834
3.746	-41.40733209
2.065	-42.84466193
0.364	-45.5358327
-1.276	-48.13525901
-2.956	-49.78665926
-4.455	-51.8967818
-6.156	-54.71027851
-7.937	-57.12621591
-9.638	-58.74703467
-11.359	-61.56053138
-12.878	-64.12937621
-14.62	-66.17833577
-16.381	-68.90008803
-18.305	-71.98881812
-20.087	-74.95522226
-21.909	-77.89104492
-23.731	-81.13268244
-25.574	-84.77187928
-27.457	-87.86060937
-29.259	-91.68329512
-31.021	-95.32249196
-32.681	-98.50296651
-34.585	-102.4479782
-36.286	-106.6070603
-38.128	-110.2462571
-39.829	-113.4267317
-41.651	-117.4634878
-43.251	-121.6225699
-44.952	-124.8030445
-46.693	-128.0752635
-48.313	-132.1731826
-49.872	-136.0570314
-51.593	-138.5647132
-53.294	-141.8980952
-54.833	-145.1703142
-56.392	-147.3110182
-58.397	-148.2284628
-60.017	-150.063352
-61.718	-151.5618448
-63.358	-152.5710338
-64.998	-153.0603376
-66.658	-154.2530155
-68.4	-155.0481342
-70.303	-154.9563897
-71.923	-154.7117378
-73.3	-153.274408
-73.361	-151.7453337
-73.381	-145.2314772
-73.361	-145.2314772
-73.381	-145.1703142
-73.381	-145.2314772
-73.361	-145.1703142
-73.401	-145.1703142
-73.381	-145.0785697
-73.361	-145.2008957
-73.381	-142.2956545
-73.341	-131.1334121
-72.004	-123.5186221
-70.587	-117.7998842
-68.926	-110.9190498
-67.205	-104.4969378
-65.342	-99.26750366
-63.803	-93.12062497
-61.961	-87.09607222
-60.543	-81.28558987
-58.863	-76.1784817
-57.142	-70.64323273
-55.684	-64.83275039
-53.902	-59.45040884
-52.241	-54.40446365
-50.601	-49.6949148
-48.718	-44.28199177
-47.26	-39.78651333
-45.6	-34.64882367
-43.778	-30.79555643
-42.117	-25.71902975
-40.457	-21.77401805
-38.675	-18.07365824
-36.832	-13.76166871
-35.071	-9.32735324
-33.43	-5.351760055
-31.628	-2.721752257
-29.867	0.764537151
-27.984	4.709548849
-26.242	8.104093798
-24.521	10.24479782
-22.759	13.45585385
-21.14	16.39167651
-19.236	19.14401026
-17.657	21.49878468
-15.936	24.03704802
-14.134	26.85054474
-12.433	28.59368944
-10.995	30.85671941
-9.193	33.18091234
-7.31	35.6885942
-5.67	38.28802051
-4.07	40.30639859
-2.491	42.96698787
-0.81	45.26059933
0.992	46.39211431
2.794	48.62456279
4.455	50.52061492
5.933	52.90597083
7.613	54.77144148
9.436	57.30970482
11.036	59.05284953
12.939	61.0712276
14.539	62.96727974
15.976	64.98565782
17.859	65.84193943
19.54	68.16613236
21.342	70.24567341
23.083	72.29463298
24.845	74.16010363
26.262	76.30080765
28.146	78.47209316
29.867	79.51186368
31.568	82.08070851
33.451	84.46606442
35.253	86.94316479
36.933	89.3285207
38.472	92.29492484
40.194	95.04725859
41.955	97.46319598
43.656	99.57331852
45.478	102.8455375
47.24	104.9556601
48.617	107.7079938
50.541	110.8578869
52.322	113.2432428
53.922	116.1790654
55.319	118.7784917
57	121.3779181
58.6	123.3045517
60.361	125.842815
62.042	128.5645673
63.743	130.6135268
65.423	132.3566715
66.982	134.650283
68.785	136.6380796
70.465	138.3506428
71.883	139.8491356
73.664	141.194721
74.393	139.8797171
74.434	139.2986689
74.454	138.8705281
74.434	138.4729687
74.434	138.3200613
74.393	138.3506428
74.434	138.0142465
74.434	137.8919205
74.454	137.8919205
74.434	137.6778501
74.434	137.6472686
74.434	137.5249427
74.434	137.4637797
74.434	137.3414538
74.434	137.3720353
74.434	137.1273834
74.434	137.1885463
74.434	137.0356389
74.373	136.9744759
74.393	137.0356389
74.434	136.913313
74.434	136.913313
74.434	136.8215685
74.434	136.729824
74.434	127.7388672
74.029	118.4726769
72.409	112.2034722
71.012	107.3715975
69.412	101.744604
67.914	95.78121425
66.314	91.43864323
64.451	85.93397575
63.095	80.49047123
61.556	75.44452604
59.814	70.91846611
58.235	66.08659131
56.534	60.88773869
54.995	57.06505293
53.477	52.01910774
51.897	47.09548849
50.075	43.88443245
48.374	39.48069847
46.774	34.8017311
45.154	30.33683414
43.332	27.24810405
41.57	23.54774424
39.809	19.38866214
37.986	15.5353949
36.043	13.05829454
34.342	9.388516212
32.924	5.902226804
31.142	3.058148603
29.482	0.581048235
27.558	-2.844078201
25.736	-5.902226804
24.055	-8.593397575
22.435	-11.00933497
20.876	-14.0063206
19.196	-16.72807286
17.596	-18.44063608
15.834	-21.55994765
14.235	-23.67007019
12.716	-26.36124096
10.975	-28.96066727
9.274	-31.77416399
7.694	-33.91486801
5.994	-36.51429432
4.272	-38.89965023
2.45	-40.76512088
0.81	-42.60001004
-0.992	-45.1076919
-2.673	-47.34014038
-4.394	-49.87840372
-5.953	-51.07108167
-7.654	-53.54818204
-9.213	-56.11702687
-11.056	-57.46261225
-12.615	-59.90913114
-14.437	-62.11099813
-16.098	-63.7012354
-17.819	-66.1171728
-19.601	-68.34962128
-21.545	-70.42916233
-23.286	-72.9062627
-25.088	-75.32220009
-26.809	-77.79930046
-28.794	-80.27640083
-30.575	-82.99815309
-32.357	-86.42327952
-34.099	-88.59456503
-35.8	-91.53038769
-37.723	-94.89435115
-39.485	-98.04424422
-41.348	-100.0626223
-42.927	-103.3960043
-44.608	-106.8211307
-46.268	-109.8181163
-47.989	-111.9588204
-49.569	-115.4756913
-51.027	-118.289188
-52.768	-120.6439624
-54.55	-123.5797851
-56.19	-126.5767707
-58.073	-128.5645673
-59.895	-131.6838789
-61.434	-134.3138866
-63.277	-137.0968019
-64.715	-139.054017
-66.496	-141.6840248
-68.278	-144.3446141
-69.635	-145.7513624
-71.498	-148.0449739
-72.915	-148.5036962
-72.956	-147.2498552
-72.976	-146.8217144
-72.976	-146.3935736
-73.017	-146.0877588
-72.976	-145.8431069
-72.976	-145.6290365
-72.976	-145.4761291
-73.017	-145.3843846
-73.017	-145.2314772
-73.037	-145.2008957
-73.017	-145.0785697
-73.037	-145.0174068
-73.017	-145.0479882
-72.976	-144.8950808
-73.017	-144.7115919
-72.976	-144.6504289
-73.037	-144.6504289
-73.017	-144.589266
-73.017	-144.46694
-73.037	-144.405777
-73.037	-144.4975215
-73.037	-144.3140326
-73.017	-144.2528696
-73.017	-144.2528696
-73.017	-144.2528696
-73.017	-144.1917066
-72.976	-144.1917066
-73.017	-144.0693807
-72.976	-144.1611252
-73.037	-144.0387992
-73.037	-144.0082177
-73.037	-143.9776362
-73.057	-144.0693807
-73.017	-143.9164733
-73.037	-139.2375059
-72.936	-128.7786377
-71.68	-121.1944291
-70.121	-114.5276652
-68.4	-108.5642754
-66.901	-102.9678635
-65.18	-96.7598218
-63.459	-91.0716654
-61.596	-85.23060157
-59.976	-79.45070071
-58.559	-74.28242957
-56.919	-69.23648437
-55.299	-63.36483906
-53.699	-58.38005683
-52.201	-53.36469312
-50.358	-48.47165536
-48.516	-43.1198953
-46.815	-38.99139469
-45.256	-34.77114962
-43.737	-29.93927482
-41.955	-25.26030746
-40.315	-21.07064388
-38.675	-17.58435447
-36.893	-13.24178345
-35.273	-9.357934726
-33.532	-6.23862315
-31.669	-2.660589285
-29.968	0.764537151
-28.267	4.250826558
-26.505	6.880834357
-24.683	9.449679184
-22.84	12.41608333
-21.119	15.1072541
-19.297	17.98191379
-17.576	20.88715496
-15.875	23.4254183
-14.093	25.87193718
-12.372	28.44078201
-10.57	31.00962684
-8.828	32.47753817
-7.289	35.10754596
-5.568	37.49290187
-3.908	40.15349116
-2.187	41.98838032
-0.729	44.40431772
1.073	46.94258106
3.017	48.31874793
4.698	50.12305561
6.277	52.17201517
7.897	54.12923028
9.557	56.20877133
11.197	58.07424197
