Kowalsky & Moyer 2001 No.1	
-121.937	-39.78651333
-120.176	-35.93324609
-118.252	-31.77416399
-116.45	-28.07380418
-114.506	-24.22053694
-112.481	-20.82599199
-110.679	-17.64551744
-108.573	-14.28155398
-106.751	-11.28456835
-105.05	-8.134675284
-102.904	-5.260015597
-101.101	-2.110122536
-99.259	0.581048235
-97.214	3.363963463
-95.391	5.902226804
-93.508	8.348745687
-91.362	10.948172
-89.499	12.96655008
-87.413	14.6791133
-85.49	16.60574691
-83.667	18.56296202
-81.642	20.06145484
-79.577	21.6822736
-77.836	23.30309236
-75.892	25.19914449
-74.15	26.75880028
-72.308	28.80775984
-71.68	28.37961904
-71.68	27.98205972
-71.012	30.39799712
-69.291	31.43776764
-67.468	33.11974937
-65.525	34.5876607
-63.844	36.30022392
-61.718	37.92104268
-60.24	39.23604658
-58.478	40.82628385
-56.554	42.53884707
-54.732	43.76210651
-52.889	45.35234378
-50.946	46.39211431
-49.143	47.86002564
-47.22	49.14444805
-45.296	50.33712601
-43.454	51.86620031
-41.773	52.47783003
-40.052	53.97632285
-38.29	55.23016377
-36.265	56.33109727
-34.159	57.40144928
-32.297	58.65529021
-30.373	59.72564222
-28.429	60.49017937
-26.485	61.86634624
-24.501	62.72262785
-22.638	64.06821324
-20.674	64.52693553
-18.811	65.81135794
-16.968	66.30066172
-15.146	67.27926927
-13.182	68.13555088
-11.218	69.26706586
-9.476	69.69520667
-7.573	70.18451044
-5.791	71.56067731
-3.969	72.29463298
-2.146	72.87568121
-0.304	73.60963688
1.701	74.58824443
3.483	75.04696672
5.285	75.90324833
6.966	76.48429656
8.909	77.40174115
10.712	77.95220789
12.696	78.62500059
14.134	79.42011922
16.057	79.66477111
17.859	80.64337866
19.702	81.19384541
21.727	82.08070851
23.428	82.50884931
25.23	83.15106052
27.072	83.45687538
28.915	84.37431996
30.778	85.23060157
32.965	85.68932386
34.747	86.51502398
36.63	86.6985129
38.553	87.83002788
40.254	88.28875017
42.178	88.86979841
44.142	89.17561327
45.843	89.87898745
47.665	90.76585054
49.65	90.91875797
51.351	91.89736552
53.274	92.1725989
55.157	93.18178794
56.899	93.30411388
58.681	94.00748806
60.584	94.95551413
62.406	95.87295871
64.229	96.14819208
66.152	96.48458843
67.914	97.27970707
69.696	97.92191827
71.518	98.80878137
73.219	99.1757592
75.102	100.2155297
76.965	100.5825076
78.686	101.3776262
80.63	101.9892559
82.068	102.8455375
83.89	103.3960043
85.834	103.9770525
87.636	104.8027526
89.398	105.4755453
91.24	106.7599677
93.103	106.6988048
94.926	107.9526457
97.011	108.5948569
98.773	109.5734644
100.636	109.9710238
102.397	110.3380016
104.321	111.4695166
106.305	111.9588204
108.128	112.9985909
109.889	113.1514983
111.752	114.7111541
113.23	115.1392949
114.972	116.4848803
116.916	116.7601137
118.576	117.8916287
120.317	118.0751176
122.221	118.9313992
123.942	119.7876808
125.461	120.2464031
127.242	121.4084995
129.267	121.500244
131.049	122.6011775
132.79	123.3351332
134.532	124.1914148
136.294	124.7418815
138.055	124.9865334
139.898	125.9345595
141.72	126.3627003
143.381	127.1578189
145.345	127.6471227
147.086	128.5339858
148.949	128.7786377
150.792	129.3902674
152.27	129.6960823
153.849	130.4300379
155.671	130.4300379
157.534	130.3994564
159.073	130.8887602
161.341	131.2863195
163.184	131.378064
164.945	131.1945751
166.687	131.9591122
168.529	131.4698084
170.169	131.8673678
171.87	131.6532974
172.822	130.368875
172.883	128.9621266
172.883	127.3107263
172.883	126.9437485
172.903	126.5767707
172.903	126.3627003
172.883	126.2097929
172.923	126.0263039
172.863	125.7204891
172.863	125.6899076
172.903	125.4452557
172.883	125.3535112
172.863	125.1700223
172.883	125.1394408
172.903	125.0171149
172.883	124.894789
172.883	124.8642075
172.842	124.7418815
172.842	124.6807185
172.842	124.6195556
172.883	124.6195556
172.883	124.4360667
172.883	124.4360667
172.883	124.2525777
172.883	124.2219963
172.842	124.2525777
172.903	124.1608333
172.923	124.0996703
172.883	123.9773444
172.863	123.9467629
172.863	124.0079259
172.883	123.8244369
172.863	123.8855999
172.883	123.8855999
172.883	123.6715295
172.903	123.7326925
172.883	123.702111
172.883	123.640948
172.883	123.702111
172.883	123.6103665
172.903	123.5797851
172.903	123.5797851
172.923	126.5767707
174.017	129.5737563
174.584	129.115034
175.434	130.5829454
176.264	131.4086455
176.791	131.0416676
177.682	131.5921344
178.431	132.1120197
179.302	132.1731826
180.01	131.255738
180.537	131.6838789
181.347	131.7144603
182.076	131.9896937
182.886	132.1426011
183.453	132.3260901
183.939	130.4300379
183.898	129.5125933
183.939	129.115034
183.939	128.6563117
183.939	128.4116598
183.959	128.105845
183.959	127.9223561
183.959	127.6777042
183.939	127.5247968
183.959	127.4636338
183.939	127.3107263
183.939	127.0660745
183.959	126.9437485
183.979	126.8214226
183.959	126.7602596
183.939	126.6685151
183.959	126.5767707
184.02	126.4544447
183.959	126.3321188
183.959	126.3321188
183.979	126.3015373
183.979	126.1792114
183.939	126.0874669
183.979	126.0568854
183.959	125.8733965
183.939	125.842815
183.939	125.9345595
183.939	125.7510706
183.939	125.8122335
183.939	125.7204891
183.939	125.6593261
183.939	125.5981631
183.959	125.4758372
183.939	125.5064187
183.979	125.3840927
183.959	125.3840927
183.979	125.4146742
183.939	125.2311853
183.959	125.2311853
183.979	125.2311853
183.939	125.2006038
183.939	125.2006038
183.939	125.1088594
183.959	125.0782779
183.959	125.1394408
183.959	125.0171149
183.939	124.9253704
183.979	124.894789
183.939	124.9865334
183.959	124.894789
183.959	124.833626
183.959	124.8642075
183.939	124.7418815
183.918	124.8030445
183.959	124.8030445
183.939	124.6195556
183.959	124.7113
183.918	124.6195556
183.898	124.6195556
183.959	124.4666481
183.939	124.4360667
183.959	124.4972296
183.939	124.4972296
183.939	124.5583926
183.939	124.6195556
183.939	124.4360667
183.939	124.3443222
183.939	124.3137407
183.959	124.3137407
183.959	124.3137407
183.979	124.2525777
183.939	124.2525777
183.959	124.2525777
183.939	124.2525777
183.959	124.2219963
183.979	124.3137407
183.959	124.1914148
183.939	124.0996703
183.939	124.0996703
183.959	124.1302518
183.959	124.0385073
183.939	123.9773444
183.979	124.0079259
183.979	124.0079259
183.939	124.0079259
183.939	123.9467629
183.979	123.9467629
183.959	124.0690888
183.939	123.9161814
183.939	123.9161814
183.979	123.8550184
183.939	123.8855999
183.939	123.8244369
183.939	123.8244369
183.939	123.8244369
183.939	123.8550184
183.979	123.763274
183.939	123.763274
183.979	123.7938555
183.959	123.702111
183.939	123.763274
183.959	123.702111
183.959	123.6715295
183.939	123.702111
183.959	123.640948
183.918	123.6715295
183.939	123.702111
183.939	123.640948
183.939	123.7326925
183.918	123.640948
183.979	123.5186221
183.939	123.5186221
183.959	123.4574591
183.959	123.5492036
183.959	123.4880406
183.939	123.4574591
183.939	123.5492036
183.939	123.5186221
183.939	123.5186221
183.959	123.4574591
183.959	123.4574591
183.939	123.3351332
183.979	123.4574591
183.939	123.4880406
183.939	123.2739702
183.939	123.2739702
183.939	123.4268776
183.939	123.3657147
183.939	123.3351332
183.939	123.2739702
183.939	123.3657147
183.939	123.1822257
183.939	123.3045517
183.959	123.2739702
183.959	123.2128072
183.939	123.2739702
183.939	123.1210628
183.939	123.1516442
183.939	123.2128072
183.979	123.0904813
183.939	123.2433887
183.939	123.2128072
183.959	123.1516442
183.959	123.0598998
183.959	123.0598998
183.918	123.1516442
183.959	123.0904813
183.939	123.1516442
183.939	123.1516442
183.959	123.1516442
183.939	123.0904813
183.979	122.9681553
183.979	123.0904813
183.939	123.0598998
183.959	122.9375738
183.979	123.1210628
183.959	122.9681553
183.959	123.0904813
183.939	122.9681553
183.959	123.0293183
183.959	123.0293183
183.979	122.9375738
183.979	123.0293183
183.939	122.9681553
183.939	122.9069924
183.979	122.9069924
183.959	122.9987368
183.959	122.9375738
183.939	122.9681553
183.918	123.0293183
183.979	122.9069924
183.939	122.8764109
183.979	122.8458294
183.939	122.7846664
183.959	118.1056991
183.837	108.5948569
181.893	103.1513524
179.97	97.76901084
178.006	92.14201741
176.143	87.24897965
174.219	82.17245297
172.113	77.34057817
169.906	72.35579595
167.983	67.67682859
165.877	63.02844271
163.973	58.77761615
162.029	54.19039325
159.762	49.81724074
157.575	45.47466973
155.408	41.74372843
153.404	37.6458093
151.298	33.79254206
149.273	29.93927482
147.208	26.20833353
145.284	22.78320709
143.239	19.57215106
141.254	16.422258
139.412	13.08887602
137.225	9.877819988
134.856	7.370138134
132.851	4.189663586
130.928	1.498492816
128.7	-1.223259441
126.615	-3.85326724
124.671	-6.360949095
122.747	-8.685142033
120.763	-10.88700903
118.292	-12.6913167
116.308	-14.28155398
114.121	-16.26935057
112.015	-18.13482122
109.808	-19.84738443
107.763	-21.65169211
105.759	-23.30309236
103.45	-25.04623706
101.162	-26.57531136
99.056	-28.07380418
97.133	-29.81694888
94.885	-31.37660467
92.739	-32.99742343
90.592	-34.55707922
88.304	-36.02499054
86.097	-37.4317389
84.093	-38.71616132
82.23	-40.0617467
80.083	-41.52965803
77.876	-42.81408044
75.973	-44.03733989
73.806	-45.1076919
71.802	-46.17804391
69.574	-47.49304781
67.63	-48.56339982
65.241	-49.78665926
63.257	-50.97933721
61.212	-51.8967818
59.126	-52.87538935
56.98	-54.00690433
54.955	-54.86318594
52.768	-55.99470092
50.541	-56.97330848
48.374	-57.86017157
46.248	-58.68587169
44.142	-59.63389776
41.793	-60.49017937
39.647	-61.13239058
37.318	-62.20274259
35.111	-63.02844271
33.046	-63.94588729
30.94	-64.74100593
28.571	-65.47496159
26.364	-65.93368388
23.934	-66.78996549
21.808	-67.95206196
19.945	-68.62485465
17.94	-69.3893918
15.713	-70.15392896
13.648	-70.79614016
11.521	-71.68300326
9.618	-72.14172555
7.229	-73.02858864
5.103	-73.70138134
3.017	-74.25184808
0.891	-75.13871118
-1.276	-75.5362705
-3.301	-76.63720399
-5.346	-77.03476331
-7.249	-77.67697452
-9.719	-78.50267464
-11.744	-79.45070071
-13.769	-79.81767854
-16.098	-80.45988975
-18.183	-81.16326393
-20.492	-82.11128999
-22.962	-82.78408269
-25.108	-83.54861984
-27.457	-84.46606442
-29.725	-84.74129779
-32.114	-85.29176454
-34.321	-86.17862764
-36.488	-86.9125833
-38.837	-87.73828342
-41.084	-88.655728
-43.251	-89.63433556
-45.256	-90.33770974
-47.422	-90.73526905
-49.508	-91.65271364
-51.573	-92.26434336
-53.76	-93.24295091
-55.805	-94.00748806
-57.992	-94.98609561
-60.26	-95.87295871
-62.346	-96.57633289
-64.512	-97.37145152
-66.577	-98.2888961
-68.623	-99.29808514
-70.769	-100.2766927
-72.956	-101.1941373
-75.163	-102.1115819
-77.269	-103.1207709
-79.699	-104.068797
-81.683	-105.0474045
-84.153	-105.9036861
-86.36	-107.0657826
-88.831	-108.0749716
-91.058	-109.0841607
-93.468	-110.0627682
-95.735	-111.1331202
-97.922	-112.2340537
-100.332	-113.2738243
-102.6	-114.2524318
-104.949	-115.3533653
-107.297	-116.5154618
-109.302	-117.4634878
-111.489	-118.5644213
-113.635	-119.7265178
-115.66	-120.7968698
-117.726	-121.8672218
-119.872	-122.4788516
-122.221	-123.7326925
-124.246	-124.7418815
-126.493	-125.903978
-128.7	-126.8214226
-130.766	-127.8917746
-132.973	-128.9009636
-134.998	-129.8489897
-137.488	-130.9499232
-139.614	-131.8979493
-141.862	-132.6013234
-144.069	-133.4881865
-146.195	-134.6197015
-148.665	-135.3842387
-150.974	-136.2711018
-153.323	-136.7604055
-155.975	-137.6778501
-158.142	-138.2588983
-160.572	-138.4423873
-162.718	-139.2986689
-165.229	-139.6044837
-167.578	-140.2161135
-169.764	-140.5830913
-171.729	-140.6442543
-173.693	-140.1549505
-176.244	-138.9011096
-178.471	-118.4420954
-180.577	-119.237214
-182.643	-119.6959363
-184.789	-120.0017512
-186.935	-120.3993105
-189.082	-120.6439624
-190.378	-119.1148881
-190.398	-117.8304657
-190.418	-116.4848803
-190.418	-116.1179025
-190.378	-115.9038321
-190.418	-115.7509246
-190.398	-115.5062727
-190.378	-115.5062727
-190.418	-115.3839468
-190.398	-115.0475504
-190.378	-115.1698764
-190.418	-114.955806
-190.418	-114.955806
-190.418	-114.7723171
-190.378	-114.8028986
-190.378	-114.6499911
-190.357	-114.5888282
-190.398	-114.6499911
-190.398	-114.4665022
-190.378	-114.4359207
-190.398	-114.4053392
-190.398	-114.3747578
-190.418	-114.3441763
-190.398	-114.2524318
-190.398	-114.2218503
-190.398	-114.0689429
-190.418	-114.1606874
-190.418	-114.0383614
-190.418	-113.946617
-190.418	-114.0383614
-190.398	-113.885454
-190.398	-114.0077799
-190.398	-113.9160355
-190.398	-113.8548725
-190.418	-113.8548725
-190.398	-113.7937095
-190.398	-113.6408021
-190.378	-113.7937095
-190.418	-113.885454
-190.418	-113.6408021
-190.398	-113.6713836
-190.398	-113.6102206
-190.398	-113.6102206
-190.378	-113.5490576
-190.438	-113.4878947
-190.398	-113.6408021
-190.418	-113.5490576
-190.418	-113.3961502
-190.398	-113.3961502
-190.418	-113.4267317
-190.418	-113.3655687
-190.398	-113.4267317
-190.418	-113.2432428
-190.418	-113.3655687
-190.398	-113.3655687
-190.418	-113.3961502
-190.378	-113.2126613
-190.378	-113.1209168
-190.378	-113.2432428
-190.398	-113.2432428
-190.418	-113.1820798
-190.378	-113.1820798
-190.418	-113.2738243
-190.459	-113.1209168
-190.418	-113.1209168
-190.398	-113.0903353
-190.398	-113.0903353
-190.378	-113.2126613
-190.398	-112.9374279
-190.357	-113.0291724
-190.378	-113.0597539
-190.418	-113.0597539
-190.418	-113.0291724
-190.378	-113.0291724
-190.418	-112.9374279
-190.398	-112.9068464
-190.418	-112.9680094
-190.438	-112.8456835
-190.398	-112.9374279
-190.398	-112.0505648
-190.378	-111.8059129
-190.418	-111.8670759
-190.378	-111.9588204
-190.378	-111.8976574
-190.378	-110.4603275
-190.033	-99.20634069
-188.636	-93.51818428
-186.672	-87.86060937
-184.546	-82.66175674
-182.541	-77.21825223
-180.476	-72.20288852
-178.066	-67.40159521
-176.244	-62.3862315
-173.915	-57.76842711
-171.668	-53.12004124
-169.704	-48.62456279
-167.537	-43.85385097
-165.249	-40.15349116
-162.86	-35.99440906
-160.572	-31.49893061
-158.182	-27.76798932
-155.854	-23.82297762
-153.363	-20.27552524
-151.055	-16.48342097
-148.908	-13.27236494
-146.722	-10.33654228
-144.373	-6.850252871
-142.226	-3.85326724
-139.857	-0.764537151
-137.853	1.865470648
-135.747	4.954200737
-133.742	7.247812189
-131.292	10.00014593
-129.024	11.86561658
-126.736	14.28155398
-124.671	16.54458394
-122.666	18.50179905
-120.641	20.24494375
-118.333	21.6822736
-116.268	23.51716276
-114.04	24.86274814
-111.914	26.39182244
-109.424	27.7985708
-107.318	29.54171551
-105.171	31.25427872
-102.904	32.6304456
-100.676	33.82312355
-98.489	35.19929042
-96.262	36.17789797
-93.873	37.49290187
-91.828	38.86906875
-89.337	40.21465413
-87.231	41.62140249
-84.781	42.66117301
-82.533	43.45629165
-80.104	44.28199177
-77.836	45.29118081
-75.73	46.39211431
-73.502	47.37072186
-71.356	48.25758496
-69.331	49.14444805
-67.144	50.09247412
-64.836	50.85701127
-62.771	51.71329288
-60.564	52.81422638
-58.701	53.54818204
-56.352	54.40446365
-54.347	55.04667486
-52.241	55.62772309
-49.872	56.20877133
-47.848	57.12621591
-45.458	58.07424197
-43.535	58.93052358
-41.57	59.48099033
-39.505	60.06203857
-37.095	61.0712276
-34.949	61.65227584
-32.519	62.1721611
-30.373	62.84495379
-27.943	63.51774649
-25.777	64.15995769
-23.347	64.46577255
-21.18	65.38321713
-19.155	66.23949874
-17.009	66.27008023
-14.539	67.15694332
-12.372	68.01322493
-10.084	68.65543614
-8.079	69.26706586
-6.034	70.0621845
-4.131	70.42916233
-1.681	71.43835137
0.567	71.92765515
2.511	72.6921923
4.86	73.70138134
6.945	73.79312579
8.99	74.58824443
11.056	75.04696672
13.364	75.78092239
15.389	76.63720399
17.454	77.00418183
19.56	77.73813749
21.727	78.3803487
23.873	78.56383761
25.777	79.08372288
28.206	79.6953526
30.191	80.42930826
32.337	80.79628609
34.747	81.59140473
36.792	82.17245297
38.877	82.41710485
41.307	82.7535012
43.251	83.48745687
45.559	83.88501618
47.544	84.46606442
49.974	84.95536819
51.998	85.50583494
54.347	85.96455723
56.534	86.30095358
58.519	86.85142033
60.564	87.70770194
62.811	88.31933166
64.796	88.71689098
67.043	89.02270584
69.25	89.3285207
71.214	89.87898745
73.3	90.30712825
75.224	90.857595
77.309	91.46922472
79.638	91.71387661
81.683	92.78422862
83.667	93.05946199
85.773	93.24295091
87.656	93.85458063
89.823	94.68028075
92.091	94.95551413
94.055	95.65888831
96.626	95.87295871
98.732	96.72924032
100.636	97.06563666
103.207	97.40203301
105.212	97.98308124
107.277	98.47238502
109.14	99.20634069
111.286	96.97389221
113.696	97.49377747
115.68	97.83017381
117.685	98.16657016
119.71	98.71703691
121.694	98.80878137
124.084	99.23692217
125.987	99.48157406
128.275	99.84855189
130.604	100.1849482
131.677	98.90052583
131.636	97.73842936
131.657	97.09621815
131.697	96.1176106
131.697	95.99528465
131.657	95.75063276
131.636	95.62830682
131.697	95.38365493
131.657	95.35307345
131.677	95.16958453
131.657	95.16958453
131.677	94.89435115
131.657	94.89435115
131.677	94.77202521
131.697	94.77202521
131.697	94.71086224
131.636	94.61911778
131.657	94.55795481
131.677	94.52737332
131.657	94.46621035
131.657	94.49679184
131.697	94.25213995
131.636	94.22155846
131.677	94.19097698
131.657	94.129814
131.697	94.129814
131.697	94.19097698
131.657	94.09923252
131.657	94.00748806
131.697	93.94632509
131.677	93.9157436
131.636	93.9157436
131.677	93.97690657
131.677	93.85458063
131.697	93.76283617
131.636	93.82399914
131.697	93.60992874
131.657	93.60992874
131.697	93.60992874
131.677	93.60992874
131.657	93.64051023
131.657	93.42643983
131.697	93.54876577
131.657	93.42643983
131.636	93.42643983
131.697	93.2735324
131.677	93.36527685
131.657	93.36527685
131.657	93.30411388
131.616	93.39585834
131.697	93.36527685
131.657	93.30411388
131.657	93.21236942
131.677	93.21236942
131.697	93.18178794
131.697	93.05946199
131.657	93.12062497
131.677	93.12062497
131.677	93.15120645
131.616	93.02888051
131.657	93.09004348
131.677	93.15120645
131.697	93.02888051
131.657	92.99829902
131.677	96.36226248
133.945	99.57331852
135.97	100.6436705
137.731	101.0106484
139.797	101.1329743
142.085	87.40188708
143.684	88.2275872
145.608	89.02270584
147.977	89.69549853
149.273	88.93096138
149.273	87.73828342
149.313	87.03490924
149.313	86.75967587
149.313	86.57618695
149.313	86.45386101
149.313	86.27037209
149.313	86.17862764
149.293	86.20920912
149.273	86.02572021
149.313	85.93397575
149.313	85.78106832
149.313	85.93397575
149.313	85.71990535
149.313	85.68932386
149.313	85.5975794
