"Sritharan 1996, Specimen No. IC1"	
54.582	-25.143
52.552	-31.623
50.542	-37.223
48.532	-43.033
46.492	-49.453
44.412	-54.953
42.422	-59.533
40.392	-65.143
38.392	-70.733
36.372	-76.003
34.302	-81.143
32.312	-85.923
30.252	-91.213
28.192	-96.913
26.172	-101.573
24.152	-107.133
22.122	-111.933
20.052	-117.833
18.032	-122.833
16.002	-128.033
13.942	-133.433
11.892	-138.633
9.832	-144.133
7.772	-148.333
5.767	-153.433
3.724	-158.233
1.695	-163.233
0.3	-166.833
0	-166.733
-0.0810001	-166.333
-2.1433	-173.833
-4.124	-178.033
-6.139	-183.433
-8.225	-188.533
-10.316	-192.933
-12.388	-199.233
-14.408	-202.933
-16.558	-209.633
-18.568	-215.133
-20.578	-219.833
-22.658	-225.333
-24.708	-230.433
-26.808	-236.733
-28.738	-240.733
-30.768	-247.133
-32.778	-254.633
-34.848	-260.933
-36.898	-266.433
-38.968	-274.433
-41.038	-279.533
-43.028	-284.133
-45.038	-292.433
-47.158	-298.033
-49.178	-306.033
-51.208	-311.133
-53.248	-317.533
-55.298	-325.233
-57.368	-332.233
-59.458	-339.933
-61.498	-345.533
-63.538	-351.833
-65.688	-360.833
-67.668	-366.633
-69.698	-372.933
-71.658	-377.233
-73.768	-384.333
-75.798	-389.333
-77.898	-395.733
-80.018	-401.133
-82.038	-406.333
-84.068	-412.633
-86.118	-414.233
-88.208	-416.633
-90.228	-419.933
-92.238	-423.033
-94.278	-428.033
-96.268	-429.033
-98.258	-430.833
-98.958	-430.533
-100.988	-432.333
-102.148	-433.633
-102.348	-431.233
-102.348	-428.433
-102.448	-408.433
-101.478	-388.433
-100.338	-367.833
-98.968	-347.133
-97.518	-327.133
-96.028	-306.833
-94.508	-286.733
-92.868	-266.333
-90.838	-248.733
-88.828	-240.633
-86.798	-220.533
-84.898	-200.033
-83.028	-180.433
-81.198	-160.033
-79.238	-139.733
-77.248	-120.633
-75.238	-102.913
-73.158	-85.663
-71.138	-70.453
-69.098	-56.143
-67.048	-43.243
-65.058	-31.453
-63.058	-21.113
-61.028	-10.617
-59.038	-1.884
-56.988	6.617
-54.998	13.277
-52.888	20.007
-50.868	25.187
-48.848	30.597
-46.878	35.067
-44.838	40.477
-42.818	45.437
-40.768	49.877
-38.748	54.977
-36.708	59.167
-34.718	63.807
-32.688	67.787
-30.728	71.757
-28.688	75.997
-26.598	80.907
-24.528	84.607
-22.568	89.317
-20.518	93.587
-18.518	97.167
-16.448	102.167
-14.398	105.967
-12.428	110.167
-10.401	114.867
-8.354	119.267
-6.325	123.467
-4.32	126.967
-2.2909	131.767
-0.253	135.667
1.752	140.967
3.819	145.167
5.905	149.367
8.132	155.567
10.112	158.667
12.112	162.267
14.252	167.667
16.252	170.867
18.292	175.367
20.372	179.867
22.412	183.667
24.462	188.367
26.522	191.867
28.642	197.267
30.732	200.767
32.742	205.167
34.852	209.867
36.932	214.867
38.932	217.967
40.952	221.867
42.972	228.167
45.052	233.067
47.202	238.867
49.102	243.567
51.282	248.667
53.282	254.767
55.322	260.367
57.362	265.767
59.332	270.467
61.362	276.567
63.402	281.667
65.492	287.467
67.452	292.567
69.452	298.867
71.562	304.467
73.652	308.267
75.732	314.767
77.822	318.867
79.922	326.367
81.982	330.167
83.952	334.967
85.982	339.367
88.092	343.067
90.162	348.167
92.142	349.467
94.212	353.767
96.212	359.667
98.252	361.567
100.252	363.067
102.252	361.767
102.252	361.767
102.352	361.767
101.052	341.767
99.652	321.667
97.922	301.267
96.252	281.267
94.442	260.267
92.552	239.567
90.592	219.167
88.632	199.267
86.562	179.367
84.492	161.467
82.442	143.867
80.372	127.567
78.342	112.067
76.312	96.967
74.302	83.707
72.272	71.387
70.172	58.747
68.172	47.357
66.142	36.967
64.132	27.037
62.022	16.927
60.052	7.967
57.982	-1.823
55.842	-10.111
53.782	-16.403
51.792	-21.643
49.742	-27.803
47.612	-33.643
45.502	-39.743
43.482	-44.013
41.492	-48.683
39.432	-54.353
37.342	-59.393
35.322	-63.423
33.372	-67.943
31.302	-73.293
29.282	-78.193
27.212	-82.843
24.912	-88.873
22.922	-92.243
20.852	-98.033
18.772	-103.073
16.652	-108.733
14.662	-113.733
12.612	-116.933
10.512	-123.233
8.512	-127.433
6.467	-131.833
4.453	-137.933
2.495	-141.033
0.438	-146.933
-1.6718	-152.233
-3.662	-156.633
-5.787	-162.433
-7.787	-167.033
-9.806	-171.333
-11.887	-176.433
-13.988	-181.233
-16.018	-186.333
-18.098	-190.333
-20.138	-194.733
-22.118	-199.033
-24.128	-203.533
-26.258	-208.933
-28.318	-213.833
-30.298	-217.333
-32.388	-222.733
-34.428	-228.133
-36.478	-233.433
-38.558	-239.033
-40.658	-244.533
-42.808	-249.533
-44.938	-255.533
-46.978	-261.133
-49.068	-267.033
-51.068	-272.333
-53.098	-277.633
-55.068	-283.733
-57.128	-287.833
-59.088	-292.033
-61.148	-295.833
-63.218	-303.433
-65.248	-310.433
-67.288	-313.933
-69.348	-320.733
-71.378	-327.133
-73.458	-333.833
-75.508	-337.633
-77.498	-342.333
-79.528	-349.633
-81.668	-356.033
-83.678	-360.933
-85.768	-366.033
-87.808	-370.233
-89.878	-375.333
-91.858	-378.333
-93.888	-384.033
-95.938	-389.833
-97.968	-394.933
-99.978	-397.633
-101.988	-399.033
-102.348	-398.533
-102.448	-397.433
-101.258	-376.733
-99.968	-355.133
-98.498	-335.033
-96.868	-313.133
-95.398	-293.533
-93.768	-273.533
-91.598	-252.333
-89.668	-243.233
-87.658	-227.733
-85.648	-207.633
-83.788	-187.033
-81.778	-166.733
-79.748	-146.933
-77.628	-126.833
-75.608	-109.833
-73.588	-93.653
-71.598	-78.543
-69.598	-64.943
-67.608	-53.783
-65.568	-41.393
-63.598	-30.933
-61.598	-21.063
-59.568	-11.643
-57.538	-3.799
-55.538	4.167
-53.468	10.737
-51.318	16.457
-49.278	21.617
-47.248	26.087
-45.128	30.927
-42.978	35.437
-41.008	39.337
-38.948	43.307
-36.878	47.587
-34.858	51.547
-32.748	55.317
-30.748	59.527
-28.678	63.297
-26.648	67.037
-24.608	71.237
-22.538	76.367
-20.448	79.567
-18.298	84.107
-16.168	89.437
-14.178	92.817
-12.178	96.567
-10.182	99.967
-8.111	104.467
-5.944	109.467
-3.905	113.467
-1.8432	117.467
0.181	121.667
2.243	125.867
4.358	130.167
6.434	135.267
8.522	139.167
10.642	144.967
13.052	150.567
15.132	153.667
17.172	156.867
19.312	161.967
21.282	163.967
23.282	168.567
25.252	173.467
27.282	178.267
29.282	182.167
31.412	186.967
33.372	190.767
35.452	195.567
37.492	198.767
39.612	203.767
41.542	206.667
43.612	212.467
45.662	216.767
47.772	222.367
49.812	225.867
51.992	231.567
54.082	235.367
56.142	241.267
58.112	245.267
60.212	251.567
62.172	255.167
64.222	261.167
66.212	266.367
68.262	270.767
70.342	274.967
72.392	279.467
74.592	288.667
76.672	292.167
78.792	296.867
80.892	302.267
82.942	305.367
84.992	311.667
87.032	315.367
89.052	319.267
91.032	322.967
93.062	325.267
95.122	330.667
97.212	333.967
99.252	335.867
100.052	333.267
102.052	334.867
102.052	334.467
102.352	334.967
102.552	315.067
101.052	293.967
99.452	273.767
97.642	253.067
95.692	232.067
93.682	211.967
91.642	191.867
89.592	173.767
87.542	155.767
85.492	138.867
83.402	123.367
81.372	109.067
79.332	95.367
77.182	81.117
75.172	69.117
73.192	58.107
71.152	47.737
69.152	37.457
67.122	28.637
65.082	20.257
63.022	12.757
61.022	4.136
58.952	-2.911
56.872	-9.759
54.752	-15.273
52.632	-20.253
50.572	-25.553
48.502	-29.403
46.372	-34.243
44.322	-37.843
42.312	-42.083
40.222	-46.483
38.122	-51.063
36.052	-54.933
34.012	-59.083
31.962	-63.103
29.942	-68.063
27.952	-72.293
25.812	-77.713
23.802	-81.733
21.652	-86.873
19.612	-91.453
17.542	-96.563
15.502	-100.723
13.482	-103.633
11.312	-111.233
9.242	-115.633
7.115	-121.433
5.077	-124.833
3.01	-130.333
0.967	-135.333
-1.1146	-140.233
-3.229	-145.933
-5.329	-151.033
-7.32	-155.433
-9.487	-161.333
-11.487	-165.633
-13.578	-170.733
-15.618	-175.333
-17.668	-180.733
-19.698	-183.233
-21.758	-189.433
-23.858	-194.733
-25.888	-198.933
-27.858	-202.133
-29.998	-207.433
-32.078	-212.933
-34.108	-216.933
-36.258	-222.833
-38.238	-226.233
-40.368	-232.633
-42.418	-236.433
-44.478	-242.433
-46.518	-248.633
-48.578	-252.033
-50.618	-257.733
-52.708	-264.233
-54.718	-269.733
-56.848	-274.433
-58.878	-279.933
-60.918	-284.233
-62.978	-289.233
-65.028	-292.333
-67.108	-297.333
-69.118	-301.933
-71.188	-307.133
-73.248	-313.633
-75.188	-316.733
-77.198	-323.333
-79.288	-329.733
-81.358	-335.033
-83.408	-338.333
-85.458	-343.933
-87.448	-348.533
-89.458	-350.633
-91.478	-357.433
-93.508	-361.533
-95.588	-367.333
-97.598	-371.433
-99.678	-375.933
-100.838	-376.933
-102.448	-377.633
-102.548	-357.633
-101.238	-335.633
-99.978	-315.833
-98.418	-295.633
-96.878	-275.833
-95.048	-255.033
-93.068	-244.333
-91.028	-232.633
-88.988	-211.833
-86.958	-191.433
-84.878	-170.633
-82.788	-150.733
-80.358	-129.633
-78.328	-112.533
-76.328	-97.663
-74.248	-82.513
-72.208	-68.863
-70.168	-56.103
-68.168	-45.793
-66.138	-35.773
-64.068	-26.593
-62.068	-18.353
-60.068	-11.275
-57.978	-3.661
-55.928	2.757
-53.798	8.057
-51.838	12.657
-49.768	17.177
-47.738	20.837
-45.588	24.817
-43.608	28.097
-41.628	31.247
-39.598	35.037
-37.468	38.257
-35.448	41.917
-33.408	45.467
-31.298	49.027
-29.268	52.257
-27.238	56.117
-25.238	59.117
-23.208	62.827
-21.188	66.337
-19.128	70.297
-17.078	74.197
-15.128	77.167
-13.098	81.697
-11.102	84.597
-9.087	89.237
-7.03	92.947
-4.958	97.367
-2.9243	100.967
-0.924	104.467
1.119	108.767
3.072	112.267
5.205	116.667
7.215	119.967
9.312	125.867
11.382	129.467
13.462	134.167
15.502	138.067
17.542	142.567
19.562	146.967
21.552	150.567
23.602	155.167
25.682	159.367
27.672	162.767
29.852	168.067
31.842	171.967
33.812	175.867
35.852	179.867
37.962	184.067
39.962	187.867
42.012	191.967
44.092	196.667
46.092	199.567
48.252	204.767
50.222	208.467
52.252	211.767
54.252	216.867
56.292	220.567
58.362	224.967
60.422	229.567
62.522	234.167
64.622	239.367
66.632	242.667
68.592	247.567
70.602	251.767
72.692	256.567
74.682	260.467
76.702	264.867
78.752	269.367
80.722	272.767
82.772	277.667
84.742	280.767
86.742	283.067
88.812	288.167
90.822	290.167
92.822	293.767
94.832	295.467
96.892	300.767
98.852	300.867
100.852	305.667
102.952	305.267
104.952	307.967
107.052	306.867
109.052	308.467
111.052	310.267
113.152	311.467
115.252	310.167
117.252	311.167
119.252	311.967
121.252	314.367
123.252	314.667
125.352	314.067
127.352	316.767
129.352	318.067
131.452	318.367
133.452	318.367
135.452	315.867
136.052	313.367
136.152	311.767
135.952	291.667
134.552	271.567
132.752	251.067
130.652	230.167
128.652	209.767
126.652	191.467
124.652	174.367
122.552	157.467
120.352	141.367
118.352	126.567
116.252	112.667
114.252	99.767
112.152	87.567
110.152	76.227
108.052	65.357
105.952	54.417
103.852	44.547
101.752	36.677
99.652	28.237
97.642	21.467
95.602	14.987
93.572	9.517
91.582	3.799
90.652	2.114
90.182	0.996
89.502	-1.072
87.452	-6.373
85.402	-11.275
83.372	-15.493
81.282	-19.703
79.252	-22.953
77.142	-26.483
75.072	-29.723
72.882	-33.393
70.812	-36.213
68.812	-38.833
66.702	-41.623
64.732	-44.063
62.652	-46.863
60.582	-49.973
58.572	-53.133
56.492	-56.283
54.292	-60.293
52.322	-62.503
50.262	-67.103
48.252	-69.763
46.212	-73.653
44.132	-77.803
42.172	-81.223
40.072	-84.703
37.962	-89.003
35.822	-92.833
33.842	-95.653
31.802	-99.223
29.632	-104.113
27.552	-107.333
25.422	-111.433
23.392	-114.333
21.302	-119.033
19.222	-122.733
17.142	-127.033
15.072	-131.333
13.022	-134.933
10.972	-138.933
8.912	-142.333
6.839	-146.533
4.753	-150.633
2.629	-154.933
0.724	-157.633
-1.4527	-163.433
-3.505	-165.733
-5.544	-169.433
-7.601	-174.233
-9.611	-177.833
-11.702	-182.233
-13.738	-184.933
-15.808	-189.333
-18.118	-196.233
-20.048	-197.133
-22.288	-203.333
-24.348	-206.233
-26.498	-211.133
-28.478	-213.833
-30.628	-219.133
-32.688	-222.833
-34.718	-225.733
-36.718	-230.233
-38.778	-233.033
-40.908	-237.833
-42.978	-241.733
-45.008	-247.033
-47.028	-249.333
-49.108	-254.433
-51.228	-258.133
-53.338	-264.033
-55.338	-266.233
-57.468	-271.133
-59.498	-272.533
-61.578	-279.033
-63.558	-282.433
-65.648	-286.233
-67.728	-289.733
-69.778	-291.933
-71.758	-294.833
-73.778	-300.033
-75.818	-303.633
-77.848	-304.733
-79.908	-308.433
-81.958	-313.633
-83.948	-317.033
-85.978	-320.633
-87.978	-322.833
-90.018	-326.033
-92.068	-327.633
-94.218	-334.433
-96.298	-337.233
-98.328	-339.533
-100.318	-338.333
-102.348	-340.333
-104.448	-341.033
-106.448	-339.833
-108.448	-345.933
-110.548	-348.533
-112.548	-348.633
-114.648	-349.733
-116.548	-348.933
-118.648	-351.733
-120.648	-351.433
-122.748	-351.433
-124.748	-353.633
-126.748	-354.133
-128.748	-356.433
-130.848	-354.433
-132.848	-356.633
-134.448	-356.433
-136.448	-355.033
-136.748	-351.433
-136.848	-331.533
-135.948	-311.333
-134.548	-290.633
-132.748	-270.033
-130.748	-251.433
-128.648	-240.133
-126.548	-226.633
-124.548	-207.433
-122.548	-188.833
-120.548	-170.233
-118.448	-151.733
-116.348	-135.033
-114.348	-119.533
-112.348	-105.233
-110.248	-91.883
-108.248	-80.123
-106.248	-69.123
-104.148	-58.893
-102.148	-49.333
-100.048	-40.613
-97.948	-33.003
-95.948	-26.853
-93.938	-21.353
-91.858	-15.503
-89.718	-10.203
-87.668	-5.8369
-85.658	-1.854
-83.598	2.359
-81.588	5.317
-79.378	9.577
-77.368	11.457
-75.358	14.137
-73.318	16.287
-71.298	18.287
-69.248	20.897
-67.198	22.547
-65.178	24.037
-63.128	26.367
-60.818	28.827
-58.918	30.007
-56.898	31.877
-54.838	34.117
-52.848	36.247
-50.808	38.237
-48.648	40.227
-46.618	43.217
-44.448	46.157
-42.398	46.937
-40.208	51.227
-37.908	53.447
-35.828	55.657
-33.808	57.187
-31.738	58.597
-29.508	63.497
-27.558	63.717
-25.558	66.057
-23.488	69.217
-21.328	72.227
-19.238	75.127
-17.288	77.467
-15.168	80.257
-13.218	82.817
-11.211	84.657
-9.177	88.577
-7.149	91.277
-5.125	94.127
-3.0386	97.767
-1.0955	100.067
0.905	103.267
2.919	106.367
4.943	108.367
7.077	112.267
9.212	115.967
11.292	118.367
13.292	120.767
15.422	124.367
17.432	126.767
19.552	130.467
21.652	133.467
23.802	137.267
25.822	139.167
27.882	142.067
29.962	145.167
32.062	147.567
34.142	150.167
36.202	153.467
38.202	155.267
40.302	158.367
42.342	161.767
44.412	165.367
46.452	166.467
48.542	170.367
50.572	172.367
52.562	175.467
54.602	178.067
56.652	180.667
58.732	183.367
60.722	185.167
62.732	187.467
64.772	189.867
66.762	192.367
68.892	195.667
70.922	197.867
72.892	198.967
74.962	201.767
77.002	205.067
79.182	208.367
81.112	209.467
83.192	211.767
85.232	212.967
87.292	217.167
89.292	216.767
91.332	221.367
93.402	224.267
95.412	226.667
97.392	228.767
99.452	231.067
101.552	233.167
103.552	233.867
105.652	236.867
107.652	238.967
109.752	240.767
111.752	242.567
113.752	242.867
115.852	245.967
117.852	248.467
119.952	249.367
122.052	250.067
124.052	251.767
126.052	252.867
128.052	255.867
130.052	256.767
132.152	257.167
134.152	257.967
136.152	258.167
136.752	258.067
135.252	237.767
133.552	217.067
131.352	196.667
129.452	179.267
127.452	163.267
125.452	148.167
123.352	134.867
121.352	121.467
119.252	108.167
117.252	96.767
115.152	85.907
113.052	75.437
110.952	65.877
108.852	57.007
106.852	49.177
104.752	41.297
102.652	34.357
100.452	27.837
98.352	22.507
96.292	17.667
94.252	13.877
92.272	9.717
90.232	6.497
88.162	3.079
86.132	0.184
84.082	-3.125
82.052	-5.1015
79.972	-8.456
77.932	-10.387
75.852	-12.363
73.572	-14.983
71.472	-16.543
69.402	-18.503
67.192	-20.623
65.162	-21.773
63.122	-22.993
61.072	-24.623
58.972	-26.163
56.902	-27.133
54.702	-29.593
52.612	-30.963
50.512	-32.553
48.272	-34.713
46.132	-36.473
44.072	-38.763
41.822	-41.423
39.962	-41.993
37.602	-46.553
35.462	-49.253
33.292	-49.913
31.242	-51.723
29.202	-53.783
27.152	-56.023
25.072	-58.843
23.012	-62.103
20.942	-65.863
19.002	-66.733
16.902	-70.193
14.832	-73.363
12.882	-76.243
10.672	-79.633
8.752	-81.733
6.725	-84.413
4.515	-88.763
2.462	-90.783
0.386	-94.043
-1.667	-97.773
-3.867	-100.363
-5.934	-103.883
-8.225	-108.533
-10.225	-110.633
-12.328	-113.933
-14.338	-117.333
-16.558	-121.633
-18.488	-123.633
-20.538	-127.333
-22.548	-131.433
-24.658	-134.633
-26.858	-138.733
-28.928	-142.133
-30.938	-145.533
-32.928	-148.033
-35.058	-153.633
-37.158	-157.133
-39.158	-160.633
-41.258	-164.333
-43.358	-167.433
-45.568	-172.633
-47.548	-174.033
-49.768	-179.933
-51.848	-184.033
-53.848	-187.533
-55.838	-189.733
-57.878	-193.233
-59.918	-195.933
-61.928	-200.133
-64.028	-204.633
-66.178	-209.133
-68.208	-211.133
-70.238	-215.633
-72.228	-218.333
-74.248	-222.733
-76.268	-225.233
-78.358	-228.333
-80.588	-232.633
-82.558	-234.833
-84.578	-238.333
-86.668	-241.433
-88.708	-244.333
-90.788	-248.033
-92.828	-249.933
-94.918	-254.433
-96.908	-255.533
-98.938	-259.333
-101.018	-263.133
-103.148	-266.333
-105.048	-266.333
-107.048	-271.833
-109.148	-273.033
-111.248	-276.533
-113.248	-278.733
-115.248	-280.533
-117.248	-282.733
-119.348	-280.533
-121.248	-281.733
-123.348	-288.433
-125.348	-291.433
-127.348	-292.533
-129.348	-296.033
-131.348	-294.933
-133.448	-296.233
-135.448	-296.533
-135.548	-296.833
-135.848	-296.733
-136.548	-294.333
-136.448	-274.433
-134.348	-254.233
-132.348	-243.633
-130.248	-225.533
-128.248	-205.933
-126.148	-187.133
-124.148	-169.633
-122.148	-153.733
-120.148	-139.033
-118.148	-124.033
-116.048	-110.233
-114.048	-98.063
-111.948	-86.373
-109.748	-75.973
-107.748	-67.073
-105.648	-58.273
-103.748	-50.373
-101.608	-42.603
-99.608	-36.783
-97.638	-31.753
-95.608	-26.703
-93.518	-22.783
-91.418	-18.953
-89.278	-15.163
-87.278	-12.394
-85.208	-9.529
-83.138	-6.036
-81.138	-3.784
-78.898	-0.919
-76.908	1.179
-74.948	3.309
-72.868	5.127
-70.698	7.307
-68.628	8.887
-66.558	10.567
-64.518	12.207
-62.488	13.617
-60.428	15.167
-58.438	16.727
-56.228	18.827
-54.258	19.867
-52.078	21.587
-50.028	22.977
-47.978	24.617
-45.878	26.317
-43.808	27.727
-41.838	29.307
-39.748	30.917
-37.558	32.687
-35.528	34.287
-33.468	35.927
-31.348	37.457
-29.388	39.297
-27.238	40.907
-24.968	43.627
-22.798	45.437
-20.848	46.037
-18.738	49.267
-16.838	50.107
-14.648	52.457
-12.538	53.907
-10.535	55.397
-8.296	58.457
-6.358	59.987
-4.234	62.657
-2.1909	64.797
-0.143	66.827
1.886	69.157
4	71.437
6.058	74.647
8.092	76.737
10.112	78.747
12.162	80.827
14.242	83.737
16.422	86.817
18.602	89.477
20.632	90.827
22.732	94.327
24.842	95.967
26.892	99.267
28.852	100.367
30.862	103.167
32.922	105.867
35.012	110.167
37.072	110.067
39.092	113.267
41.152	115.767
43.232	118.767
45.382	122.867
47.462	124.067
49.552	127.467
51.542	129.967
53.582	132.967
55.742	136.667
57.812	139.067
59.912	141.367
61.962	144.267
63.972	146.367
66.212	151.667
68.232	154.367
70.412	157.167
72.512	158.767
74.692	161.467
76.732	163.167
78.772	166.467
80.912	168.767
83.072	170.467
85.032	172.567
87.212	177.767
89.242	178.267
91.252	181.267
93.322	183.067
95.352	185.967
97.372	186.467
99.752	191.067
101.752	193.567
103.752	195.367
105.752	195.867
107.952	200.067
109.752	200.667
111.752	202.667
113.952	204.667
115.952	207.167
118.052	209.067
120.152	210.567
122.152	212.467
124.152	213.467
126.252	214.267
128.352	216.967
130.352	216.867
132.252	218.267
133.352	217.567
135.452	219.167
136.552	217.767
136.252	196.767
134.452	176.967
132.452	160.867
130.352	145.367
128.252	131.567
126.252	118.467
124.152	106.667
122.152	95.967
120.152	86.017
118.152	76.507
116.052	67.727
113.952	58.857
111.852	51.607
109.852	45.177
107.752	38.607
105.652	32.767
103.552	27.357
101.552	22.737
98.552	16.657
96.442	12.947
94.422	9.777
92.372	7.277
90.342	4.871
88.232	3.064
86.132	1.118
83.982	-1.103
81.962	-2.375
79.832	-5.653
77.882	-5.959
75.852	-7.124
73.662	-9.651
71.512	-11.306
69.432	-12.792
67.412	-14.446
65.252	-16.043
63.192	-17.613
61.172	-18.703
59.132	-20.023
57.002	-21.203
55.022	-22.243
52.992	-23.713
50.922	-25.353
48.902	-26.653
46.882	-27.963
44.852	-29.263
42.782	-30.773
40.752	-31.853
38.662	-34.513
36.532	-35.683
34.502	-36.923
32.482	-38.773
30.432	-40.213
28.432	-42.163
26.392	-44.163
24.292	-46.253
22.192	-48.353
20.132	-50.933
18.112	-52.213
16.052	-54.863
13.902	-57.643
11.912	-59.223
9.812	-62.103
7.787	-64.453
5.715	-66.873
3.662	-69.043
1.51	-72.183
-0.595	-74.203
-2.61	-76.873
-4.858	-80.413
-7.034	-83.413
-9.106	-86.983
-11.14	-88.623
-13.388	-91.813
-15.338	-94.093
-17.398	-97.113
-19.508	-99.193
-21.578	-101.663
-23.798	-104.253
-25.908	-107.333
-27.918	-109.733
-29.968	-113.133
-31.998	-115.533
-34.108	-119.733
-36.178	-122.433
-38.268	-125.633
-40.288	-128.333
-42.478	-131.833
-44.588	-135.833
-46.698	-139.133
-48.778	-141.633
-50.778	-144.633
-53.008	-150.233
-55.008	-151.633
-56.978	-153.733
-59.088	-157.733
-61.068	-160.533
-63.158	-165.933
-65.188	-169.033
-67.228	-172.333
-69.278	-176.033
-71.418	-180.933
-73.378	-183.733
-75.398	-187.033
-77.478	-191.433
-79.688	-196.333
-81.698	-197.833
-83.848	-203.733
-85.798	-206.933
-87.868	-209.233
-89.848	-209.233
-91.898	-213.233
-93.918	-218.333
-95.988	-220.733
-98.048	-224.533
-100.058	-227.433
-102.048	-230.233
-104.148	-232.033
-106.148	-234.433
-108.248	-240.133
-110.248	-242.533
-112.248	-244.233
-114.348	-246.933
-116.348	-249.933
-118.348	-250.733
-120.348	-255.633
-122.448	-256.833
-124.448	-259.033
-126.448	-261.733
-128.448	-263.133
-130.548	-265.333
-132.548	-263.833
-134.148	-265.133
-136.148	-264.633
-136.648	-262.933
-136.748	-261.733
-136.348	-240.733
-134.848	-220.833
-132.848	-200.633
-130.748	-180.933
-128.748	-163.533
-126.648	-147.033
-124.548	-131.333
-122.548	-117.933
-120.448	-104.323
-118.348	-92.543
-116.348	-82.663
-114.248	-73.383
-112.248	-64.553
-110.248	-57.003
-108.148	-49.653
-105.948	-42.973
-103.848	-37.423
-101.838	-32.643
-99.708	-28.543
-97.738	-25.413
-95.698	-21.973
-93.538	-19.303
-91.438	-16.743
-89.428	-14.232
-87.288	-11.903
-85.318	-10.019
-83.188	-7.599
-81.098	-5.8522
-79.098	-3.9832
-76.958	-1.961
-74.968	-0.261
-72.828	1.869
-70.678	3.462
-68.688	4.596
-66.528	6.037
-64.408	7.657
-62.358	9.497
-60.298	9.957
-58.268	11.027
-56.248	12.777
-54.288	13.697
-52.178	15.027
-49.998	16.557
-47.888	19.427
-45.618	20.467
-43.448	21.137
-41.218	22.737
-39.178	23.897
-36.888	25.457
-34.838	26.997
-32.818	27.847
-30.628	30.977
-28.598	31.127
-26.478	32.327
-24.418	34.287
-22.108	36.507
-20.048	36.847
-17.888	37.897
-15.768	39.397
-13.448	41.457
-11.463	41.887
-9.487	42.867
-7.401	44.397
-5.377	45.917
-3.286	47.717
-1.1527	49.437
0.948	50.697
3.134	52.917
5.191	54.217
7.229	54.537
9.262	58.427
11.472	59.167
13.522	61.107
15.722	63.177
17.762	63.697
19.772	65.337
21.842	67.927
23.952	69.417
26.032	71.737
28.112	73.017
30.442	76.127
32.382	77.407
34.362	80.057
36.362	81.817
38.442	83.737
40.462	85.487
42.482	87.257
44.582	90.247
46.662	92.387
48.802	94.767
50.812	96.667
52.882	99.367
54.942	101.767
56.972	103.067
59.112	105.767
61.202	108.267
63.222	111.567
65.252	113.667
67.342	117.167
69.352	118.667
71.412	121.267
73.612	124.267
75.712	126.467
77.872	127.967
80.042	130.767
81.922	132.467
83.982	134.867
86.222	138.767
88.412	140.867
90.392	142.567
92.402	145.467
94.432	148.267
96.482	150.167
98.552	152.167
100.552	154.067
102.552	157.367
104.552	157.567
106.652	159.167
108.752	162.667
110.752	164.767
112.752	164.867
114.852	166.167
116.852	168.667
118.852	170.167
120.952	171.967
122.952	172.167
125.052	173.867
127.052	175.567
129.152	175.667
131.152	175.767
133.252	175.867
135.252	176.767
136.552	171.967
135.852	151.067
133.852	134.467
131.752	118.967
129.752	105.967
127.552	92.917
125.252	82.527
123.352	73.577
121.252	64.787
119.252	56.667
117.152	49.067
114.952	42.357
112.852	37.427
110.752	31.707
108.752	27.157
106.652	22.677
104.652	20.117
102.552	16.927
100.452	14.037
98.352	12.297
96.202	10.137
94.022	8.627
92.042	7.447
89.892	5.687
87.942	4.841
85.932	3.677
83.772	1.409
81.752	1.026
79.492	-0.644
77.352	-2.145
75.172	-3.248
73.182	-4.933
71.152	-6.22
69.022	-6.511
66.692	-7.798
64.542	-9.054
62.522	-11.199
60.372	-11.873
58.352	-12.807
56.212	-14.492
54.092	-16.073
52.062	-17.403
49.882	-18.143
47.862	-18.993
45.602	-20.533
43.412	-21.513
41.402	-23.273
39.242	-23.713
37.212	-25.153
35.152	-26.133
33.152	-27.653
31.182	-28.173
29.212	-29.293
27.092	-31.863
24.812	-33.123
22.852	-34.393
20.802	-36.443
18.712	-37.763
16.612	-40.073
14.532	-41.453
12.402	-42.063
10.392	-43.373
8.332	-45.143
6.234	-47.673
4.177	-49.263
2.148	-50.893
0.167	-52.973
-1.8813	-54.833
-3.886	-56.963
-5.982	-58.723
-8.054	-60.033
-10.273	-62.763
-12.158	-64.803
-14.278	-66.183
-16.418	-69.103
-18.418	-70.963
-20.418	-72.633
-22.608	-76.123
-24.608	-78.023
-26.678	-79.353
-28.688	-81.933
-30.638	-83.733
-32.778	-87.393
-34.938	-89.333
-37.178	-92.343
-39.208	-94.263
-41.358	-97.553
-43.438	-98.983
-45.508	-102.703
-47.598	-104.833
-49.868	-106.933
-51.928	-109.633
-53.988	-113.233
-55.998	-114.533
-57.958	-117.333
-59.998	-120.133
-62.008	-122.933
-64.048	-125.833
-66.158	-128.633
-68.238	-130.333
-70.608	-135.333
-72.708	-138.633
-74.798	-141.433
-76.978	-145.133
-78.958	-147.233
-81.058	-152.433
-83.098	-154.333
-85.358	-159.433
-87.588	-162.133
-89.558	-164.633
-91.538	-167.433
-93.628	-169.033
-95.618	-172.433
-97.698	-175.633
-99.828	-179.133
-101.898	-183.833
-104.048	-187.433
